soc_code,task_id,task_description,occupation_title,task_type
25-2022.00,6576,"Prepare, administer, and grade tests and assignments to evaluate students' progress.","Middle School Teachers, Except Special and Career/Technical Education",Core
25-2022.00,6578,"Plan and conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate.","Middle School Teachers, Except Special and Career/Technical Education",Core
25-2022.00,6574,Adapt teaching methods and instructional materials to meet students' varying needs and interests.,"Middle School Teachers, Except Special and Career/Technical Education",Core
25-2022.00,6592,"Use computers, audio-visual aids, and other equipment and materials to supplement presentations.","Middle School Teachers, Except Special and Career/Technical Education",Core
25-2022.00,6588,"Guide and counsel students with adjustment or academic problems, or special academic interests.","Middle School Teachers, Except Special and Career/Technical Education",Core
25-2022.00,6586,"Prepare objectives and outlines for courses of study, following curriculum guidelines or requirements of states and schools.","Middle School Teachers, Except Special and Career/Technical Education",Core
25-2022.00,6600,Organize and label materials and display students' work.,"Middle School Teachers, Except Special and Career/Technical Education",Core
25-2023.00,6612,Prepare materials and classrooms for class activities.,"Career/Technical Education Teachers, Middle School",Core
25-2023.00,6615,Adapt teaching methods and instructional materials to meet students' varying needs and interests.,"Career/Technical Education Teachers, Middle School",Core
25-2023.00,6618,Assign and grade class work and homework.,"Career/Technical Education Teachers, Middle School",Core
25-2023.00,6616,"Prepare, administer, and grade tests and assignments to evaluate students' progress.","Career/Technical Education Teachers, Middle School",Core
25-2023.00,6621,"Prepare objectives and outlines for courses of study, following curriculum guidelines or requirements of states and schools.","Career/Technical Education Teachers, Middle School",Core
25-2023.00,6620,"Use computers, audio-visual aids, and other equipment and materials to supplement presentations.","Career/Technical Education Teachers, Middle School",Core
25-2023.00,6614,"Plan and conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate.","Career/Technical Education Teachers, Middle School",Core
25-2023.00,6619,"Observe and evaluate students' performance, behavior, social development, and physical health.","Career/Technical Education Teachers, Middle School",Core
25-2031.00,6643,Prepare materials and classrooms for class activities.,"Secondary School Teachers, Except Special and Career/Technical Education",Core
25-2031.00,6640,"Instruct through lectures, discussions, and demonstrations in one or more subjects, such as English, mathematics, or social studies.","Secondary School Teachers, Except Special and Career/Technical Education",Core
25-2031.00,6644,Adapt teaching methods and instructional materials to meet students' varying needs and interests.,"Secondary School Teachers, Except Special and Career/Technical Education",Core
25-2031.00,6647,"Observe and evaluate students' performance, behavior, social development, and physical health.","Secondary School Teachers, Except Special and Career/Technical Education",Core
25-2031.00,6649,"Plan and conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate.","Secondary School Teachers, Except Special and Career/Technical Education",Core
25-2031.00,6646,Assign and grade class work and homework.,"Secondary School Teachers, Except Special and Career/Technical Education",Core
25-2031.00,6642,"Prepare, administer, and grade tests and assignments to evaluate students' progress.","Secondary School Teachers, Except Special and Career/Technical Education",Core
25-2031.00,6654,"Use computers, audio-visual aids, and other equipment and materials to supplement presentations.","Secondary School Teachers, Except Special and Career/Technical Education",Core
25-2031.00,6657,"Prepare objectives and outlines for courses of study, following curriculum guidelines or requirements of states and schools.","Secondary School Teachers, Except Special and Career/Technical Education",Core
25-2032.00,6675,"Observe and evaluate students' performance, behavior, social development, and physical health.","Career/Technical Education Teachers, Secondary School",Core
25-2032.00,6687,"Prepare objectives and outlines for courses of study, following curriculum guidelines or requirements of states and schools.","Career/Technical Education Teachers, Secondary School",Core
25-2032.00,6677,"Plan and conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate.","Career/Technical Education Teachers, Secondary School",Core
25-2032.00,6680,Assign and grade class work and homework.,"Career/Technical Education Teachers, Secondary School",Core
25-2032.00,6683,"Use computers, audio-visual aids, and other equipment and materials to supplement presentations.","Career/Technical Education Teachers, Secondary School",Core
25-2032.00,6678,"Prepare, administer, and grade tests and assignments to evaluate students' progress.","Career/Technical Education Teachers, Secondary School",Core
25-2051.00,19085,"Teach socially acceptable behavior, employing techniques such as behavior modification or positive reinforcement.","Special Education Teachers, Preschool",Core
25-2051.00,19076,"Observe and evaluate students' performance, behavior, social development, and physical health.","Special Education Teachers, Preschool",Core
25-2051.00,19080,"Prepare objectives, outlines, or other materials for courses of study, following curriculum guidelines or requirements.","Special Education Teachers, Preschool",Core
25-2051.00,19081,"Present information in audio-visual or interactive formats, using computers, television, audio-visual aids, or other equipment, materials, or technologies.","Special Education Teachers, Preschool",Core
25-2055.00,22346,"Observe and evaluate students' performance, behavior, social development, and physical health.","Special Education Teachers, Kindergarten",
25-2055.00,22355,"Present information in audio-visual or interactive formats, using computers, televisions, audio-visual aids, or other equipment, materials, or technologies.","Special Education Teachers, Kindergarten",
25-2055.00,22357,"Teach socially acceptable behavior, employing techniques such as behavior modification or positive reinforcement.","Special Education Teachers, Kindergarten",
25-2056.00,22373,Interpret the results of standardized tests to determine students' strengths and areas of need.,"Special Education Teachers, Elementary School",
25-2056.00,22378,"Observe and evaluate students' performance, behavior, social development, and physical health.","Special Education Teachers, Elementary School",
25-2056.00,22387,"Teach socially acceptable behavior, employing techniques such as behavior modification or positive reinforcement.","Special Education Teachers, Elementary School",
25-2057.00,6758,"Observe and evaluate students' performance, behavior, social development, and physical health.","Special Education Teachers, Middle School",Core
25-2057.00,6761,"Plan and conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate.","Special Education Teachers, Middle School",Core
25-2057.00,6746,Prepare materials and classrooms for class activities.,"Special Education Teachers, Middle School",Core
25-2057.00,6756,"Prepare, administer, and grade tests and assignments to evaluate students' progress.","Special Education Teachers, Middle School",Core
25-2057.00,6771,"Use computers, audio-visual aids, and other equipment and materials to supplement presentations.","Special Education Teachers, Middle School",Core
25-2057.00,6753,"Instruct through lectures, discussions, and demonstrations in one or more subjects, such as English, mathematics, or social studies.","Special Education Teachers, Middle School",Core
25-2057.00,6765,"Prepare objectives and outlines for courses of study, following curriculum guidelines or requirements of states and schools.","Special Education Teachers, Middle School",Core
25-2057.00,6770,Organize and label materials and display students' work.,"Special Education Teachers, Middle School",Core
25-2057.00,6781,Provide additional instruction in vocational areas.,"Special Education Teachers, Middle School",Supplemental
25-2058.00,6802,"Observe and evaluate students' performance, behavior, social development, and physical health.","Special Education Teachers, Secondary School",Core
25-2058.00,6789,"Instruct through lectures, discussions, and demonstrations in one or more subjects, such as English, mathematics, or social studies.","Special Education Teachers, Secondary School",Core
25-2058.00,6786,Prepare materials and classrooms for class activities.,"Special Education Teachers, Secondary School",Core
25-2058.00,6791,"Plan and conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate.","Special Education Teachers, Secondary School",Core
25-2058.00,6804,"Prepare, administer, and grade tests and assignments to evaluate students' progress.","Special Education Teachers, Secondary School",Core
25-2058.00,6808,"Prepare objectives and outlines for courses of study, following curriculum guidelines or requirements of states and schools.","Special Education Teachers, Secondary School",Core
25-2058.00,6807,Provide additional instruction in vocational areas.,"Special Education Teachers, Secondary School",Core
25-2058.00,6811,"Use computers, audio-visual aids, and other equipment and materials to supplement presentations.","Special Education Teachers, Secondary School",Core
25-2059.01,17012,"Communicate behavioral observations and student progress reports to students, parents, teachers, or administrators.",Adapted Physical Education Specialists,Core
25-2059.01,17002,"Write reports to summarize student performance, social growth, or physical development.",Adapted Physical Education Specialists,Core
25-3011.00,6825,Observe and evaluate students' work to determine progress and make suggestions for improvement.,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Core
25-3011.00,6836,"Observe students to determine qualifications, limitations, abilities, interests, and other individual characteristics.","Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Core
25-3011.00,6829,Prepare materials and classrooms for class activities.,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Core
25-3011.00,6826,"Plan and conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate.","Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Core
25-3011.00,6835,Assign and grade class work and homework.,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Core
25-3011.00,6831,"Conduct classes, workshops, and demonstrations to teach principles, techniques, or methods in subjects, such as basic English language skills, life skills, and workforce entry skills.","Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Core
25-3011.00,6839,"Prepare and administer written, oral, and performance tests and issue grades in accordance with performance.","Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Core
25-3011.00,6840,"Use computers, audio-visual aids, and other equipment and materials to supplement presentations.","Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Core
25-3011.00,6841,"Prepare objectives and outlines for courses of study, following curriculum guidelines or requirements of states and schools.","Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Core
25-3011.00,6844,"Review instructional content, methods, and student evaluations to assess strengths and weaknesses, and to develop recommendations for course revision, development, or elimination.","Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Core
25-3011.00,6842,Guide and counsel students with adjustment or academic problems or special academic interests.,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Core
25-3011.00,6834,"Provide information, guidance, and preparation for the General Equivalency Diploma (GED) examination.","Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Supplemental
25-3011.00,6859,Train and assist tutors and community literacy volunteers.,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Supplemental
25-3021.00,8664,Adapt teaching methods and instructional materials to meet students' varying needs and interests.,Self-Enrichment Teachers,Core
25-3021.00,8667,"Observe students to determine qualifications, limitations, abilities, interests, and other individual characteristics.",Self-Enrichment Teachers,Core
25-3021.00,8683,"Prepare and administer written, oral, and performance tests, and issue grades in accordance with performance.",Self-Enrichment Teachers,Core
25-3021.00,8675,"Prepare instructional program objectives, outlines, and lesson plans.",Self-Enrichment Teachers,Core
25-3021.00,8672,Prepare materials and classrooms for class activities.,Self-Enrichment Teachers,Core
25-3021.00,8687,"Review instructional content, methods, and student evaluations to assess strengths and weaknesses, and to develop recommendations for course revision, development, or elimination.",Self-Enrichment Teachers,Core
25-3021.00,8674,"Plan and conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate.",Self-Enrichment Teachers,Core
25-3021.00,8690,"Use computers, audio-visual aids, and other equipment and materials to supplement presentations.",Self-Enrichment Teachers,Core
25-3021.00,8685,Assign and grade class work and homework.,Self-Enrichment Teachers,Supplemental
25-3021.00,8693,Write instructional articles on designated subjects.,Self-Enrichment Teachers,Supplemental
25-3041.00,17026,"Review class material with students by discussing text, working solutions to problems, or reviewing worksheets or other assignments.",Tutors,Core
25-3041.00,17036,"Teach students study skills, note-taking skills, and test-taking strategies.",Tutors,Core
25-3041.00,17037,"Provide private instruction to individual or small groups of students to improve academic performance, improve occupational skills, or prepare for academic or occupational tests.",Tutors,Core
25-3041.00,17025,"Monitor student performance or assist students in academic environments, such as classrooms, laboratories, or computing centers.",Tutors,Core
25-3041.00,17029,"Maintain records of students' assessment results, progress, feedback, or school performance, ensuring confidentiality of all records.",Tutors,Core
25-3041.00,17031,"Develop teaching or training materials, such as handouts, study materials, or quizzes.",Tutors,Core
25-3041.00,17035,"Administer, proctor, or score academic or diagnostic assessments.",Tutors,Supplemental
25-3041.00,17021,"Research or recommend textbooks, software, equipment, or other learning materials to complement tutoring.",Tutors,Supplemental
25-4011.00,7630,"Create and maintain accessible, retrievable computer archives and databases, incorporating current advances in electronic information storage technology.",Archivists,Core
25-4011.00,7632,Authenticate and appraise historical documents and archival materials.,Archivists,Core
25-4011.00,7642,"Select and edit documents for publication and display, applying knowledge of subject, literary expression, and presentation techniques.",Archivists,Core
25-4012.00,18641,"Plan and organize the acquisition, storage, and exhibition of collections and related materials, including the selection of exhibition themes and designs, and develop or install exhibit materials.",Curators,Core
25-4012.00,1644,"Develop and maintain an institution's registration, cataloging, and basic record-keeping systems, using computer databases.",Curators,Core
25-4012.00,1649,Plan and conduct special research projects in area of interest or expertise.,Curators,Core
25-4012.00,1645,Provide information from the institution's holdings to other curators and to the public.,Curators,Core
25-4012.00,1655,"Study, examine, and test acquisitions to authenticate their origin, composition, history, and to assess their current value.",Curators,Core
25-4012.00,1646,Inspect premises to assess the need for repairs and to ensure that climate and pest control issues are addressed.,Curators,Core
25-4022.00,22411,"Search standard reference materials, including online sources and the Internet, to answer patrons' reference questions.",Librarians and Media Collections Specialists,Core
25-4022.00,22412,Analyze patrons' requests to determine needed information and assist in furnishing or locating that information.,Librarians and Media Collections Specialists,Core
25-4022.00,22417,"Respond to customer complaints, taking action as necessary.",Librarians and Media Collections Specialists,Core
25-4022.00,22420,Locate unusual or unique information in response to specific requests.,Librarians and Media Collections Specialists,Core
25-4022.00,22425,"Develop, maintain, and troubleshoot information access aids, such as databases, annotated bibliographies, Web pages, electronic pathfinders, software programs, and online tutorials.",Librarians and Media Collections Specialists,Core
25-4022.00,22427,"Compile lists of books, periodicals, articles, and audio-visual materials on particular subjects.",Librarians and Media Collections Specialists,Core
25-4022.00,22429,"Evaluate vendor products and performance, negotiate contracts, and place orders.",Librarians and Media Collections Specialists,Core
25-4022.00,22432,"Set up, adjust, and operate audio-visual equipment, such as cameras, film and slide projectors, and recording equipment, for meetings, events, classes, seminars, and video conferences.",Librarians and Media Collections Specialists,Core
25-4031.00,1695,"Conduct reference searches, using printed materials and in-house and online databases.",Library Technicians,Core
25-4031.00,1706,Review subject matter of materials to be classified and select classification numbers and headings according to classification systems.,Library Technicians,Supplemental
25-4031.00,1700,Retrieve information from central databases for storage in a library's computer.,Library Technicians,Supplemental
25-4031.00,1714,Compose explanatory summaries of contents of books and other reference materials.,Library Technicians,Supplemental
25-4031.00,1718,Compile bibliographies and prepare abstracts on subjects of interest to particular organizations or groups.,Library Technicians,Supplemental
25-9021.00,10976,"Advise farmers and demonstrate techniques in areas such as feeding and health maintenance of livestock, growing and harvesting practices, and financial planning.",Farm and Home Management Educators,Core
25-9021.00,10978,"Prepare and distribute leaflets, pamphlets, and visual aids for educational and informational purposes.",Farm and Home Management Educators,Core
25-9021.00,10987,"Provide direct assistance to farmers by performing activities such as purchasing or selling products and supplies, supervising properties, and collecting soil and herbage samples for testing.",Farm and Home Management Educators,Supplemental
25-9031.00,6864,"Plan and conduct teacher training programs and conferences dealing with new classroom procedures, instructional materials and equipment, and teaching aids.",Instructional Coordinators,Core
25-9031.00,6877,Advise and teach students.,Instructional Coordinators,Core
25-9031.00,6870,"Research, evaluate, and prepare recommendations on curricula, instructional methods, and materials for school systems.",Instructional Coordinators,Core
25-9031.00,22437,Adapt instructional content or delivery methods for different levels or types of learners.,Instructional Coordinators,
25-9031.00,22438,"Analyze performance data to determine effectiveness of instructional systems, courses, or instructional materials.",Instructional Coordinators,
25-9031.00,22439,"Assess effectiveness and efficiency of instruction according to ease of instructional technology use and student learning, knowledge transfer, and satisfaction.",Instructional Coordinators,
25-9031.00,22442,Design instructional aids for stand-alone or instructor-led classroom or online use.,Instructional Coordinators,
25-9031.00,22443,"Design learning products, including Web-based aids or electronic performance support systems.",Instructional Coordinators,
25-9031.00,22444,"Develop instructional materials, such as lesson plans, handouts, or examinations.",Instructional Coordinators,
25-9031.00,22447,"Edit instructional materials, such as books, simulation exercises, lesson plans, instructor guides, and tests.",Instructional Coordinators,
25-9031.00,22449,"Present and make recommendations regarding course design, technology, and instruction delivery options.",Instructional Coordinators,
25-9031.00,22453,Teach instructors to use instructional technology or to integrate technology with teaching.,Instructional Coordinators,
25-9042.00,22481,Tutor and assist children individually or in small groups to help them master assignments and to reinforce learning concepts presented by teachers.,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",Core
25-9042.00,22468,"Observe students' performance, and record relevant data to assess progress.","Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",Core
25-9042.00,22483,"Use computers, audio-visual aids, and other equipment and materials to supplement presentations.","Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",Core
25-9042.00,22482,"Type, file, and duplicate materials.","Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",Core
25-9043.00,22498,"Observe students' performance, and record relevant data to assess progress.","Teaching Assistants, Special Education",
25-9043.00,22511,"Teach socially acceptable behavior, employing techniques such as behavior modification or positive reinforcement.","Teaching Assistants, Special Education",
25-9043.00,22512,Tutor and assist children individually or in small groups to help them master assignments and to reinforce learning concepts presented by teachers.,"Teaching Assistants, Special Education",
25-9043.00,22513,"Use computers, audio-visual aids, and other equipment and materials to supplement presentations.","Teaching Assistants, Special Education",
25-9044.00,10967,"Develop teaching materials, such as syllabi, visual aids, answer keys, supplementary notes, or course Web sites.","Teaching Assistants, Postsecondary",Core
27-1011.00,289,"Confer with clients to determine objectives, budget, background information, and presentation approaches, styles, and techniques.",Art Directors,Core
27-1011.00,294,Create custom illustrations or other graphic elements.,Art Directors,Core
27-1011.00,295,"Mark up, paste, and complete layouts and write typography instructions to prepare materials for typesetting or printing.",Art Directors,Supplemental
27-1011.00,298,Prepare detailed storyboards showing sequence and timing of story development for television production.,Art Directors,Supplemental
27-1012.00,9247,"Create functional or decorative objects by hand, using a variety of methods and materials.",Craft Artists,Core
27-1012.00,9252,Develop concepts or creative ideas for craft objects.,Craft Artists,Core
27-1012.00,9254,Confer with customers to assess customer needs or obtain feedback.,Craft Artists,Core
27-1013.00,10989,"Use materials such as pens and ink, watercolors, charcoal, oil, or computer software to create artwork.","Fine Artists, Including Painters, Sculptors, and Illustrators",Core
27-1013.00,10990,"Integrate and develop visual elements, such as line, space, mass, color, and perspective, to produce desired effects, such as the illustration of ideas, emotions, or moods.","Fine Artists, Including Painters, Sculptors, and Illustrators",Core
27-1013.00,10991,"Confer with clients, editors, writers, art directors, and other interested parties regarding the nature and content of artwork to be produced.","Fine Artists, Including Painters, Sculptors, and Illustrators",Core
27-1013.00,10993,"Maintain portfolios of artistic work to demonstrate styles, interests, and abilities.","Fine Artists, Including Painters, Sculptors, and Illustrators",Core
27-1013.00,10996,"Monitor events, trends, and other circumstances, research specific subject areas, attend art exhibitions, and read art publications to develop ideas and keep current on art world activities.","Fine Artists, Including Painters, Sculptors, and Illustrators",Core
27-1013.00,11000,"Create sculptures, statues, and other three-dimensional artwork by using abrasives and tools to shape, carve, and fabricate materials such as clay, stone, wood, or metal.","Fine Artists, Including Painters, Sculptors, and Illustrators",Supplemental
27-1013.00,11003,"Shade and fill in sketch outlines and backgrounds, using a variety of media such as water colors, markers, and transparent washes, labeling designated colors when necessary.","Fine Artists, Including Painters, Sculptors, and Illustrators",Supplemental
27-1013.00,10995,"Cut, bend, laminate, arrange, and fasten individual or mixed raw and manufactured materials and products to form works of art.","Fine Artists, Including Painters, Sculptors, and Illustrators",Supplemental
27-1013.00,11005,"Create and prepare sketches and model drawings of cartoon characters, providing details from memory, live models, manufactured products, or reference materials.","Fine Artists, Including Painters, Sculptors, and Illustrators",Supplemental
27-1013.00,10994,"Create finished art work as decoration, or to elucidate or substitute for spoken or written messages.","Fine Artists, Including Painters, Sculptors, and Illustrators",Supplemental
27-1013.00,10999,"Create sketches, profiles, or likenesses of posed subjects or photographs, using any combination of freehand drawing, mechanical assembly kits, and computer imaging.","Fine Artists, Including Painters, Sculptors, and Illustrators",Supplemental
27-1014.00,6882,"Design complex graphics and animation, using independent judgment, creativity, and computer equipment.",Special Effects Artists and Animators,Core
27-1014.00,6886,"Apply story development, directing, cinematography, and editing to animation to create storyboards that show the flow of the animation and map out key scenes and characters.",Special Effects Artists and Animators,Core
27-1014.00,6887,"Script, plan, and create animated narrative sequences under tight deadlines, using computer software and hand drawing techniques.",Special Effects Artists and Animators,Supplemental
27-1014.00,6890,"Develop briefings, brochures, multimedia presentations, web pages, promotional products, technical illustrations, and computer artwork for use in products, technical manuals, literature, newsletters, and slide shows.",Special Effects Artists and Animators,Supplemental
27-1014.00,6891,Use models to simulate the behavior of animated objects in the finished sequence.,Special Effects Artists and Animators,Supplemental
27-1021.00,6912,Advise corporations on issues involving corporate image projects or problems.,Commercial and Industrial Designers,Supplemental
27-1022.00,13025,"Design custom clothing and accessories for individuals, retailers, or theatrical, television, or film productions.",Fashion Designers,Supplemental
27-1022.00,13029,Read scripts and consult directors and other production staff to develop design concepts and plan productions.,Fashion Designers,Supplemental
27-1024.00,306,"Develop graphics and layouts for product illustrations, company logos, and Web sites.",Graphic Designers,Core
27-1024.00,299,"Create designs, concepts, and sample layouts, based on knowledge of layout principles and esthetic design concepts.",Graphic Designers,Core
27-1024.00,301,Use computer software to generate new images.,Graphic Designers,Core
27-1024.00,309,"Study illustrations and photographs to plan presentation of materials, products, or services.",Graphic Designers,Core
27-2011.00,7649,"Portray and interpret roles, using speech, gestures, and body movements, to entertain, inform, or instruct radio, film, television, or live audiences.",Actors,Core
27-2011.00,7647,"Perform humorous and serious interpretations of emotions, actions, and situations, using body movements, facial expressions, and gestures.",Actors,Core
27-2011.00,7645,Learn about characters in scripts and their relationships to each other to develop role interpretations.,Actors,Core
27-2011.00,7656,"Tell jokes, perform comic dances, songs and skits, impersonate mannerisms and voices of others, contort face, and use other devices to amuse audiences.",Actors,Core
27-2011.00,7654,"Write original or adapted material for dramas, comedies, puppet shows, narration, or other performances.",Actors,Supplemental
27-2011.00,7657,Introduce performances and performers to stimulate excitement and coordinate smooth transition of acts during events.,Actors,Supplemental
27-2012.00,22516,"Communicate to actors the approach, characterization, and movement needed for each scene in such a way that rehearsals and takes are minimized.",Producers and Directors,Core
27-2012.00,22517,"Direct live broadcasts, films and recordings, or non-broadcast programming for public entertainment or education.",Producers and Directors,Core
27-2012.00,22522,"Research production topics using the internet, video archives, and other informational sources.",Producers and Directors,Core
27-2012.00,22519,Study and research scripts to determine how they should be directed.,Producers and Directors,Core
27-2012.00,22524,"Consult with writers, producers, or actors about script changes or ""workshop"" scripts, through rehearsal with writers and actors to create final drafts.",Producers and Directors,Core
27-2012.00,22528,"Compile scripts, program notes, and other material related to productions.",Producers and Directors,Core
27-2012.00,22533,Compose and edit scripts or provide screenwriters with story outlines from which scripts can be written.,Producers and Directors,Supplemental
27-2012.00,22514,Write and edit news stories from information collected by reporters and other sources.,Producers and Directors,Supplemental
27-2012.03,7675,Prepare copy and edit tape so that material is ready for broadcasting.,Media Programming Directors,Core
27-2012.03,7672,"Select, acquire, and maintain programs, music, films, and other needed materials and obtain legal clearances for their use as necessary.",Media Programming Directors,Core
27-2012.03,7678,Review information about programs and schedules to ensure accuracy and provide such information to local media outlets.,Media Programming Directors,Core
27-2012.03,7682,"Cue announcers, actors, performers, and guests.",Media Programming Directors,Supplemental
27-2012.04,11015,"Review performer information, such as photos, resumes, voice tapes, videos, and union membership, to decide whom to audition for parts.",Talent Directors,Core
27-2012.04,11016,Read scripts and confer with producers to determine the types and numbers of performers required for a given production.,Talent Directors,Core
27-2022.00,20109,"Provide training direction, encouragement, motivation, and nutritional advice to prepare athletes for games, competitive events, or tours.",Coaches and Scouts,Core
27-2022.00,1750,"Instruct individuals or groups in sports rules, game strategies, and performance principles, such as specific ways of moving the body, hands, or feet, to achieve desired results.",Coaches and Scouts,Core
27-2022.00,1752,Evaluate athletes' skills and review performance records to determine their fitness and potential in a particular area of athletics.,Coaches and Scouts,Core
27-2032.00,11036,"Develop ideas for creating dances, keeping notes and sketches to record influences.",Choreographers,Core
27-2032.00,11033,Coordinate production music with music directors.,Choreographers,Core
27-2032.00,11042,"Design sets, lighting, costumes, and other artistic elements of productions, in collaboration with cast members.",Choreographers,Core
27-2041.00,22556,"Perform administrative tasks such as applying for grants, developing budgets, negotiating contracts, and designing and printing programs and other promotional materials.",Music Directors and Composers,Core
27-2042.00,22581,"Play musical instruments as soloists, or as members or guest artists of musical groups such as orchestras, ensembles, or bands.",Musicians and Singers,Core
27-3011.00,3924,"Prepare and deliver news, sports, or weather reports, gathering and rewriting material so that it will convey required information and fit specific time slots.",Broadcast Announcers and Radio Disc Jockeys,Core
27-3011.00,3927,"Select program content, in conjunction with producers and assistants, based on factors such as program specialties, audience tastes, or requests from the public.",Broadcast Announcers and Radio Disc Jockeys,Core
27-3011.00,3933,Make promotional appearances at public or private events to represent their employers.,Broadcast Announcers and Radio Disc Jockeys,Core
27-3023.00,22623,"Write commentaries, columns, or scripts, using computers.","News Analysts, Reporters, and Journalists",Core
27-3023.00,22626,Analyze and interpret news and information received from various sources to broadcast the information.,"News Analysts, Reporters, and Journalists",Core
27-3023.00,22631,"Select material most pertinent to presentation, and organize this material into appropriate formats.","News Analysts, Reporters, and Journalists",Core
27-3023.00,22634,"Report news stories for publication or broadcast, describing the background and details of events.","News Analysts, Reporters, and Journalists",Core
27-3023.00,22635,Revise work to meet editorial approval or to fit time or space requirements.,"News Analysts, Reporters, and Journalists",Core
27-3023.00,22636,Review and evaluate notes taken about news events to isolate pertinent facts and details.,"News Analysts, Reporters, and Journalists",Core
27-3023.00,22642,"Check reference materials, such as books, news files, or public records, to obtain relevant facts.","News Analysts, Reporters, and Journalists",Core
27-3023.00,22649,"Communicate with readers, viewers, advertisers, or the general public via mail, email, or telephone.","News Analysts, Reporters, and Journalists",Core
27-3031.00,1764,Respond to requests for information from the media or designate an appropriate spokesperson or information source.,Public Relations Specialists,Core
27-3031.00,20554,Write press releases or other media communications to promote clients.,Public Relations Specialists,Core
27-3031.00,1772,Coach client representatives in effective communication with the public or with employees.,Public Relations Specialists,Core
27-3031.00,1769,"Study the objectives, promotional policies, or needs of organizations to develop public relations strategies that will influence public opinion or promote ideas, products, or services.",Public Relations Specialists,Core
27-3031.00,20557,"Prepare or edit organizational publications, such as employee newsletters or stockholders' reports, for internal or external audiences.",Public Relations Specialists,Core
27-3031.00,1775,"Plan or conduct market or public opinion research to test products or determine potential for product success, communicating results to client or management.",Public Relations Specialists,Core
27-3031.00,1767,Confer with production or support personnel to produce or coordinate production of advertisements or promotions.,Public Relations Specialists,Core
27-3031.00,1771,"Consult with advertising agencies or staff to arrange promotional campaigns in all types of media for products, organizations, or individuals.",Public Relations Specialists,Core
27-3041.00,1777,"Read copy or proof to detect and correct errors in spelling, punctuation, and syntax.",Editors,Core
27-3041.00,1782,"Develop story or content ideas, considering reader or audience appeal.",Editors,Core
27-3041.00,1776,"Prepare, rewrite and edit copy to improve readability, or supervise others who do this work.",Editors,Core
27-3041.00,1779,"Plan the contents of publications according to the publication's style, editorial policy, and publishing requirements.",Editors,Core
27-3041.00,1781,Review and approve proofs submitted by composing room prior to publication production.,Editors,Core
27-3041.00,1795,"Read material to determine index items and arrange them alphabetically or topically, indicating page or chapter location.",Editors,Supplemental
27-3042.00,3966,"Organize material and complete writing assignment according to set standards regarding order, clarity, conciseness, style, and terminology.",Technical Writers,Core
27-3042.00,3968,"Edit, standardize, or make changes to material prepared by other writers or establishment personnel.",Technical Writers,Core
27-3042.00,3971,"Select photographs, drawings, sketches, diagrams, and charts to illustrate material.",Technical Writers,Core
27-3042.00,3976,Assist in laying out material for publication.,Technical Writers,Core
27-3042.00,3977,Analyze developments in specific field to determine need for revisions in previously published materials and development of new material.,Technical Writers,Core
27-3042.00,3970,"Review published materials and recommend revisions or changes in scope, format, content, and methods of reproduction and binding.",Technical Writers,Core
27-3043.00,22655,Vary language and tone of messages based on product and medium.,Writers and Authors,Core
27-3043.00,22660,"Review advertising trends, consumer surveys, and other data regarding marketing of goods and services to determine the best way to promote products.",Writers and Authors,Core
27-3043.00,22657,"Write articles, bulletins, sales letters, speeches, and other related informative, marketing and promotional material.",Writers and Authors,Core
27-3043.00,22658,Conduct research and interviews to determine which of a product's selling features should be promoted.,Writers and Authors,Supplemental
27-3043.00,22659,"Invent names for products and write the slogans that appear on packaging, brochures and other promotional material.",Writers and Authors,Supplemental
27-3043.00,22666,"Plan project arrangements or outlines, and organize material accordingly.",Writers and Authors,
