OCC_CODE,OCC_TITLE,TOT_EMP,H_MEAN,A_MEAN,H_MEDIAN,A_MEDIAN,H_PCT10,H_PCT25,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_PCT75,A_PCT90
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,114190,18.74,38990.0,17.94,37320.0,14.02,16.5,21.42,23.15,29160.0,34320.0,44550.0,48150.0
31-9097,Phlebotomists,138880,21.34,44390.0,20.99,43660.0,16.76,18.05,23.16,27.77,34860.0,37540.0,48170.0,57750.0
31-9099,"Healthcare Support Workers, All Other",103650,23.44,48760.0,22.14,46050.0,15.6,18.06,27.72,32.78,32450.0,37570.0,57650.0,68180.0
33-1011,First-Line Supervisors of Correctional Officers,53390,39.55,82260.0,36.69,76310.0,24.2,27.35,49.13,60.18,50340.0,56890.0,102190.0,125170.0
33-1012,First-Line Supervisors of Police and Detectives,153130,53.36,110990.0,50.95,105980.0,29.98,38.91,64.19,79.35,62370.0,80940.0,133520.0,165050.0
33-1021,First-Line Supervisors of Firefighting and Prevention Workers,93680,46.65,97030.0,44.44,92430.0,25.95,34.73,55.77,68.41,53970.0,72240.0,115990.0,142300.0
33-1091,First-Line Supervisors of Security Workers,70310,30.28,62990.0,28.18,58610.0,18.17,22.15,35.91,45.16,37800.0,46070.0,74700.0,93930.0
33-1099,"First-Line Supervisors of Protective Service Workers, All Other",20460,35.25,73320.0,36.04,74960.0,19.59,24.93,43.56,49.21,40750.0,51860.0,90600.0,102360.0
33-2011,Firefighters,332240,30.72,63890.0,28.62,59530.0,16.58,21.24,37.22,48.72,34490.0,44180.0,77410.0,101330.0
33-2021,Fire Inspectors and Investigators,14050,42.04,87440.0,37.53,78060.0,22.87,29.19,50.67,72.05,47580.0,60700.0,105390.0,149870.0
33-2022,Forest Fire Inspectors and Prevention Specialists,2780,29.72,61820.0,25.19,52380.0,16.15,19.71,37.39,48.29,33590.0,41000.0,77780.0,100450.0
33-3011,Bailiffs,16910,29.89,62180.0,27.43,57050.0,15.84,20.87,37.44,45.17,32950.0,43420.0,77880.0,93950.0
33-3012,Correctional Officers and Jailers,365380,30.17,62760.0,27.87,57970.0,20.07,22.84,36.22,44.71,41750.0,47520.0,75330.0,93000.0
33-3021,Detectives and Criminal Investigators,110790,47.48,98770.0,44.99,93580.0,26.04,32.88,57.73,76.64,54160.0,68390.0,120080.0,159410.0
33-3031,Fish and Game Wardens,6420,32.69,67990.0,32.78,68180.0,17.15,25.6,39.47,45.42,35670.0,53260.0,82100.0,94470.0
33-3041,Parking Enforcement Workers,7770,24.92,51840.0,22.67,47150.0,17.03,19.2,29.43,36.55,35410.0,39930.0,61210.0,76030.0
33-3051,Police and Sheriff's Patrol Officers,666990,38.14,79320.0,36.68,76290.0,22.9,28.36,46.73,55.42,47640.0,58980.0,97190.0,115280.0
33-3052,Transit and Railroad Police,3000,44.14,91820.0,39.58,82320.0,28.06,31.69,54.83,68.21,58370.0,65920.0,114040.0,141870.0
33-9011,Animal Control Workers,11790,23.67,49240.0,22.03,45830.0,15.81,18.35,27.46,33.65,32880.0,38160.0,57110.0,69990.0
33-9021,Private Detectives and Investigators,38700,29.65,61680.0,25.18,52370.0,17.91,20.16,36.21,47.49,37250.0,41940.0,75310.0,98770.0
33-9031,Gambling Surveillance Officers and Gambling Investigators,10000,22.46,46710.0,21.11,43900.0,16.36,17.99,24.33,29.98,34020.0,37410.0,50610.0,62360.0
33-9032,Security Guards,1241770,20.62,42890.0,18.45,38370.0,14.33,16.88,22.43,28.64,29800.0,35100.0,46660.0,59580.0
33-9091,Crossing Guards and Flaggers,90180,20.63,42910.0,18.13,37700.0,14.39,16.48,22.56,29.54,29940.0,34280.0,46920.0,61440.0
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",143590,16.68,34700.0,16.21,33720.0,11.95,13.86,18.15,21.44,24860.0,28840.0,37750.0,44600.0
33-9093,Transportation Security Screeners,46340,29.73,61840.0,30.46,63360.0,21.64,25.1,33.65,36.51,45010.0,52210.0,69990.0,75940.0
33-9094,School Bus Monitors,72140,16.96,35270.0,16.82,34980.0,13.1,15.0,18.67,20.79,27250.0,31200.0,38840.0,43240.0
33-9099,"Protective Service Workers, All Other",83110,23.18,48210.0,20.0,41600.0,14.72,17.09,26.11,34.94,30620.0,35540.0,54310.0,72670.0
35-1011,Chefs and Head Cooks,182320,31.11,64720.0,29.32,60990.0,17.31,22.94,36.92,46.17,36000.0,47710.0,76790.0,96030.0
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,1187460,21.59,44900.0,20.2,42010.0,14.11,17.02,24.48,30.49,29340.0,35400.0,50920.0,63420.0
35-2011,"Cooks, Fast Food",668230,14.97,31140.0,14.5,30160.0,10.76,12.76,17.17,18.74,22370.0,26540.0,35710.0,38980.0
35-2012,"Cooks, Institution and Cafeteria",448260,17.94,37310.0,17.53,36450.0,12.88,14.68,20.61,23.23,26800.0,30530.0,42860.0,48320.0
35-2013,"Cooks, Private Household",900,24.66,51290.0,21.41,44530.0,18.39,20.58,22.67,44.46,38240.0,42800.0,47150.0,92480.0
35-2014,"Cooks, Restaurant",1452130,18.14,37730.0,17.71,36830.0,13.47,15.05,20.97,22.76,28010.0,31310.0,43610.0,47340.0
35-2015,"Cooks, Short Order",150420,17.14,35660.0,17.12,35620.0,11.43,14.5,19.23,22.12,23770.0,30160.0,39990.0,46010.0
35-2019,"Cooks, All Other",23590,18.27,38000.0,17.41,36210.0,12.71,15.0,20.3,23.85,26430.0,31200.0,42230.0,49600.0
35-2021,Food Preparation Workers,888770,16.32,33940.0,16.45,34220.0,11.29,13.82,18.05,21.28,23490.0,28740.0,37540.0,44260.0
35-3011,Bartenders,745610,19.17,39880.0,16.12,33530.0,9.58,12.4,22.5,34.58,19930.0,25790.0,46790.0,71920.0
35-3023,Fast Food and Counter Workers,3780930,15.07,31350.0,14.65,30480.0,10.88,13.05,17.04,18.65,22620.0,27150.0,35440.0,38800.0
35-3031,Waiters and Waitresses,2302690,18.44,38360.0,16.23,33760.0,8.89,12.35,21.8,30.06,18500.0,25690.0,45350.0,62510.0
35-3041,"Food Servers, Nonrestaurant",271780,16.84,35030.0,16.57,34460.0,12.78,14.33,18.05,21.53,26590.0,29800.0,37550.0,44770.0
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,522010,16.44,34190.0,15.71,32670.0,10.7,13.38,17.73,22.3,22260.0,27830.0,36880.0,46380.0
35-9021,Dishwashers,471670,15.97,33220.0,16.19,33670.0,11.52,13.82,17.67,20.0,23960.0,28740.0,36750.0,41600.0
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",427150,15.4,32030.0,14.61,30380.0,10.58,12.8,17.23,20.48,22010.0,26630.0,35840.0,42600.0
35-9099,"Food Preparation and Serving Related Workers, All Other",89580,17.3,35990.0,16.74,34830.0,11.56,14.37,18.68,22.77,24040.0,29890.0,38860.0,47360.0
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,174660,24.6,51170.0,22.85,47520.0,16.53,18.56,29.0,35.67,34390.0,38600.0,60330.0,74190.0
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",124130,28.55,59380.0,27.01,56170.0,18.88,22.28,33.81,39.94,39270.0,46350.0,70320.0,83080.0
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2199900,18.01,37460.0,17.27,35930.0,13.26,14.82,20.02,23.58,27570.0,30830.0,41650.0,49040.0
37-2012,Maids and Housekeeping Cleaners,854910,17.39,36180.0,16.66,34660.0,12.88,14.25,18.52,22.88,26800.0,29630.0,38510.0,47590.0
37-2019,"Building Cleaning Workers, All Other",16370,21.23,44150.0,20.37,42360.0,14.73,17.12,23.27,29.64,30640.0,35610.0,48400.0,61640.0
37-2021,Pest Control Workers,96110,22.02,45800.0,21.51,44730.0,15.61,17.82,23.7,29.52,32460.0,37060.0,49300.0,61410.0
37-3011,Landscaping and Groundskeeping Workers,943430,19.66,40880.0,18.31,38090.0,14.42,16.95,22.05,25.91,29990.0,35250.0,45870.0,53900.0
37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",25200,22.1,45960.0,21.73,45200.0,16.63,18.29,24.5,28.32,34590.0,38040.0,50960.0,58910.0
37-3013,Tree Trimmers and Pruners,47870,26.43,54970.0,24.25,50430.0,18.11,21.0,30.35,37.93,37660.0,43690.0,63130.0,78900.0
37-3019,"Grounds Maintenance Workers, All Other",13580,22.68,47180.0,20.87,43410.0,14.8,18.18,25.4,36.58,30790.0,37810.0,52830.0,76090.0
39-1013,First-Line Supervisors of Gambling Services Workers,25530,30.1,62600.0,29.61,61590.0,18.44,23.65,35.62,39.6,38360.0,49190.0,74080.0,82370.0
39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",92830,24.71,51400.0,22.55,46900.0,15.85,18.25,28.94,36.75,32960.0,37960.0,60190.0,76430.0
39-1022,First-Line Supervisors of Personal Service Workers,107060,24.48,50920.0,22.64,47080.0,15.46,18.17,28.52,35.48,32150.0,37800.0,59330.0,73800.0
39-2011,Animal Trainers,20110,22.01,45780.0,18.63,38750.0,14.0,15.81,23.51,34.04,29120.0,32870.0,48900.0,70800.0
39-2021,Animal Caretakers,277300,16.71,34750.0,16.09,33470.0,11.78,13.88,17.87,22.35,24500.0,28870.0,37160.0,46480.0
39-3011,Gambling Dealers,82980,19.43,40420.0,16.0,33280.0,10.74,11.77,21.84,35.35,22340.0,24480.0,45430.0,73530.0
39-3012,Gambling and Sports Book Writers and Runners,7600,15.66,32570.0,14.65,30460.0,10.68,12.0,17.46,22.07,22200.0,24960.0,36310.0,45900.0
39-3019,"Gambling Service Workers, All Other",14920,18.07,37590.0,16.6,34530.0,11.0,13.25,18.73,27.28,22880.0,27570.0,38950.0,56740.0
39-3021,Motion Picture Projectionists,1950,24.18,50290.0,18.35,38180.0,11.62,14.06,36.24,39.44,24160.0,29250.0,75380.0,82040.0
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",119210,15.27,31770.0,14.98,31150.0,11.0,13.05,17.14,19.33,22880.0,27140.0,35650.0,40210.0
39-3091,Amusement and Recreation Attendants,371590,15.07,31350.0,14.66,30490.0,10.55,12.71,17.0,19.2,21940.0,26430.0,35360.0,39940.0
39-3092,Costume Attendants,6290,31.68,65890.0,26.35,54810.0,16.16,18.86,39.95,55.4,33610.0,39240.0,83090.0,115240.0
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",14960,17.54,36490.0,16.73,34800.0,11.31,14.0,19.97,24.42,23530.0,29120.0,41530.0,50790.0
39-3099,"Entertainment Attendants and Related Workers, All Other",8060,17.4,36180.0,16.61,34550.0,10.91,13.55,19.4,25.41,22700.0,28180.0,40360.0,52860.0
39-4011,Embalmers,3420,27.65,57520.0,27.06,56280.0,16.9,22.19,31.13,37.86,35160.0,46160.0,64760.0,78740.0
39-4012,Crematory Operators,2950,21.53,44790.0,20.62,42880.0,15.37,17.25,23.94,28.97,31970.0,35890.0,49800.0,60260.0
39-4021,Funeral Attendants,30560,17.26,35900.0,16.64,34610.0,12.89,14.14,18.86,22.45,26820.0,29420.0,39230.0,46690.0
39-4031,"Morticians, Undertakers, and Funeral Arrangers",25700,27.09,56340.0,23.94,49800.0,15.13,18.49,32.28,41.32,31470.0,38470.0,67140.0,85940.0
39-5011,Barbers,18100,22.98,47800.0,18.73,38960.0,13.35,15.41,28.45,37.71,27770.0,32050.0,59180.0,78440.0
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",295460,20.89,43460.0,16.95,35250.0,11.82,13.97,23.22,33.76,24580.0,29060.0,48300.0,70220.0
39-5091,"Makeup Artists, Theatrical and Performance",3320,36.25,75410.0,24.17,50280.0,10.58,13.87,63.72,75.52,22010.0,28850.0,132530.0,157090.0
39-5092,Manicurists and Pedicurists,147820,17.74,36910.0,16.66,34660.0,13.42,15.15,18.11,23.07,27910.0,31510.0,37660.0,47990.0
39-5093,Shampooers,8890,14.82,30830.0,15.13,31470.0,11.0,13.17,17.12,17.3,22880.0,27390.0,35610.0,35970.0
39-5094,Skincare Specialists,70240,23.4,48670.0,19.98,41560.0,13.06,16.41,26.86,37.18,27160.0,34130.0,55860.0,77330.0
39-6011,Baggage Porters and Bellhops,31220,17.77,36960.0,17.32,36020.0,12.25,14.34,19.61,23.31,25480.0,29830.0,40780.0,48490.0
39-6012,Concierges,44200,19.6,40770.0,17.94,37320.0,14.79,16.28,21.97,27.91,30770.0,33860.0,45700.0,58050.0
39-7010,Tour and Travel Guides,49010,20.72,43090.0,17.63,36660.0,12.93,15.03,22.07,28.81,26890.0,31250.0,45910.0,59930.0
39-9011,Childcare Workers,520180,15.93,33140.0,15.41,32050.0,11.01,13.46,17.77,21.42,22900.0,28000.0,36960.0,44560.0
39-9031,Exercise Trainers and Group Fitness Instructors,303620,24.69,51360.0,22.2,46180.0,13.26,16.39,29.29,39.45,27580.0,34090.0,60920.0,82050.0
39-9032,Recreation Workers,309640,17.87,37170.0,17.01,35380.0,12.33,14.65,19.77,23.78,25640.0,30460.0,41120.0,49460.0
39-9041,Residential Advisors,82810,19.99,41590.0,18.84,39180.0,13.7,16.29,22.88,28.05,28490.0,33890.0,47590.0,58350.0
39-9099,"Personal Care and Service Workers, All Other",62390,18.27,37990.0,18.22,37900.0,12.01,15.6,18.84,23.7,24980.0,32450.0,39190.0,49300.0
41-1011,First-Line Supervisors of Retail Sales Workers,1113160,25.17,52350.0,22.75,47320.0,14.96,18.07,29.09,36.81,31120.0,37580.0,60510.0,76560.0
41-1012,First-Line Supervisors of Non-Retail Sales Workers,219010,47.06,97870.0,40.45,84130.0,23.5,30.16,56.82,77.94,48880.0,62730.0,118190.0,162120.0
41-2011,Cashiers,3148030,15.29,31810.0,14.99,31190.0,11.09,13.36,17.02,18.37,23070.0,27780.0,35410.0,38220.0
41-2012,Gambling Change Persons and Booth Cashiers,21930,17.7,36820.0,16.74,34810.0,10.96,13.88,18.92,23.65,22810.0,28870.0,39350.0,49190.0
41-2021,Counter and Rental Clerks,398620,21.01,43700.0,18.53,38540.0,13.74,16.44,23.22,29.82,28580.0,34200.0,48290.0,62030.0
41-2022,Parts Salespersons,265060,20.38,42390.0,18.0,37440.0,13.35,14.73,23.27,29.69,27770.0,30630.0,48410.0,61750.0
41-2031,Retail Salespersons,3800250,17.86,37150.0,16.62,34580.0,12.31,14.01,18.2,23.05,25600.0,29140.0,37850.0,47930.0
41-3011,Advertising Sales Agents,97470,36.71,76350.0,29.55,61460.0,16.09,21.63,43.96,64.2,33480.0,44980.0,91430.0,133540.0
41-3021,Insurance Sales Agents,469480,39.19,81510.0,29.02,60370.0,17.5,21.88,43.82,65.22,36390.0,45520.0,91150.0,135660.0
41-3031,"Securities, Commodities, and Financial Services Sales Agents",472300,53.08,110400.0,37.57,78140.0,22.63,24.81,62.25,103.47,47080.0,51600.0,129480.0,215210.0
41-3041,Travel Agents,59150,25.33,52690.0,23.29,48450.0,16.0,18.64,29.27,35.65,33280.0,38760.0,60880.0,74160.0
41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",1189330,39.07,81260.0,31.86,66260.0,17.76,22.65,47.49,68.29,36930.0,47120.0,98780.0,142040.0
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",293930,55.06,114520.0,48.11,100070.0,23.48,31.56,70.26,93.7,48840.0,65640.0,146150.0,194890.0
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1266860,39.17,81470.0,32.11,66780.0,18.2,23.58,46.91,64.65,37860.0,49040.0,97570.0,134470.0
41-9011,Demonstrators and Product Promoters,64770,21.03,43730.0,18.25,37960.0,14.86,16.28,24.09,29.0,30910.0,33860.0,50100.0,60320.0
41-9012,Models,5350,39.2,81540.0,43.26,89990.0,18.27,22.0,43.26,59.8,38010.0,45760.0,89990.0,124380.0
41-9021,Real Estate Brokers,49590,44.07,91660.0,34.75,72280.0,17.75,23.17,54.91,80.16,36920.0,48200.0,114220.0,166730.0
41-9022,Real Estate Sales Agents,190600,34.12,70970.0,27.08,56320.0,15.36,18.72,41.08,60.16,31940.0,38940.0,85440.0,125140.0
41-9031,Sales Engineers,56690,62.7,130410.0,58.42,121520.0,33.93,43.6,76.54,97.44,70580.0,90690.0,159200.0,202670.0
41-9041,Telemarketers,66430,17.47,36340.0,16.54,34410.0,11.84,14.0,18.58,23.52,24620.0,29120.0,38640.0,48930.0
41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",4590,19.18,39890.0,16.6,34530.0,11.27,15.0,20.66,26.91,23440.0,31200.0,42970.0,55970.0
41-9099,"Sales and Related Workers, All Other",99070,27.42,57030.0,22.29,46370.0,13.49,16.85,31.85,46.08,28060.0,35040.0,66240.0,95850.0
43-1011,First-Line Supervisors of Office and Administrative Support Workers,1495580,34.4,71560.0,31.8,66140.0,21.12,25.57,39.59,49.51,43920.0,53190.0,82340.0,102980.0
43-2011,"Switchboard Operators, Including Answering Service",35730,20.26,42130.0,18.45,38370.0,14.34,16.47,22.27,29.3,29820.0,34250.0,46330.0,60940.0
43-2021,Telephone Operators,3950,20.62,42880.0,18.81,39130.0,15.11,17.24,23.33,27.65,31440.0,35860.0,48530.0,57510.0
43-2099,"Communications Equipment Operators, All Other",1390,26.87,55890.0,24.0,49910.0,17.3,21.45,30.92,42.84,35980.0,44620.0,64310.0,89110.0
43-3011,Bill and Account Collectors,165020,23.25,48370.0,22.14,46040.0,16.33,18.41,26.44,31.65,33960.0,38290.0,54990.0,65830.0
43-3021,Billing and Posting Clerks,417500,23.8,49490.0,22.68,47170.0,17.19,19.35,27.09,31.25,35760.0,40260.0,56350.0,64990.0
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",1455770,25.01,52020.0,23.66,49210.0,16.64,19.9,28.95,34.94,34600.0,41390.0,60220.0,72660.0
43-3041,Gambling Cage Workers,13490,18.56,38600.0,17.78,36990.0,13.43,15.32,21.08,23.72,27940.0,31870.0,43840.0,49350.0
43-3051,Payroll and Timekeeping Clerks,156950,27.34,56870.0,26.58,55290.0,17.63,21.85,31.61,37.9,36670.0,45440.0,65750.0,78830.0
43-3061,Procurement Clerks,59900,24.25,50430.0,23.32,48510.0,17.7,19.83,27.73,31.68,36810.0,41240.0,57680.0,65890.0
43-3071,Tellers,339340,19.68,40940.0,18.91,39340.0,15.04,17.51,21.9,23.21,31270.0,36420.0,45550.0,48270.0
43-3099,"Financial Clerks, All Other",37030,26.6,55330.0,25.07,52150.0,18.64,22.28,29.42,36.47,38770.0,46350.0,61190.0,75860.0
43-4011,Brokerage Clerks,40090,32.54,67680.0,30.26,62940.0,22.95,25.9,37.21,44.06,47730.0,53880.0,77400.0,91650.0
43-4021,Correspondence Clerks,6260,22.41,46610.0,22.47,46740.0,16.12,18.51,25.23,29.9,33530.0,38510.0,52480.0,62200.0
43-4031,"Court, Municipal, and License Clerks",170010,24.61,51200.0,22.93,47700.0,16.76,19.1,28.65,34.8,34860.0,39730.0,59590.0,72370.0
43-4041,"Credit Authorizers, Checkers, and Clerks",11960,24.65,51270.0,23.62,49130.0,16.63,19.64,28.62,34.49,34590.0,40850.0,59530.0,71730.0
43-4051,Customer Service Representatives,2725930,21.82,45380.0,20.59,42830.0,14.75,17.29,24.11,30.16,30690.0,35970.0,50140.0,62730.0
43-4061,"Eligibility Interviewers, Government Programs",156260,25.95,53970.0,24.76,51500.0,18.12,21.08,29.65,34.75,37690.0,43850.0,61680.0,72280.0
43-4071,File Clerks,78980,21.01,43700.0,19.84,41270.0,14.24,16.88,24.05,29.36,29620.0,35120.0,50020.0,61080.0
43-4081,"Hotel, Motel, and Resort Desk Clerks",261430,16.7,34740.0,16.48,34270.0,12.79,14.05,17.99,21.5,26600.0,29210.0,37430.0,44720.0
43-4111,"Interviewers, Except Eligibility and Loan",157310,21.83,45400.0,21.07,43830.0,15.38,17.97,24.25,29.31,31980.0,37380.0,50440.0,60960.0
43-4121,"Library Assistants, Clerical",80070,18.22,37910.0,17.31,36010.0,12.06,14.52,21.25,25.38,25090.0,30190.0,44200.0,52790.0
43-4131,Loan Interviewers and Clerks,173100,24.54,51050.0,23.53,48950.0,17.48,20.54,28.61,31.69,36360.0,42720.0,59520.0,65910.0
43-4141,New Accounts Clerks,38030,22.89,47610.0,22.41,46610.0,17.78,19.26,24.77,28.9,36980.0,40050.0,51510.0,60110.0
43-4151,Order Clerks,83420,22.24,46270.0,21.47,44660.0,16.12,18.32,24.95,29.66,33530.0,38110.0,51890.0,61680.0
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",92580,24.5,50950.0,23.77,49440.0,17.35,20.36,28.16,32.28,36090.0,42360.0,58560.0,67140.0
43-4171,Receptionists and Information Clerks,964530,18.5,38480.0,17.9,37230.0,13.6,15.7,21.19,23.49,28280.0,32660.0,44070.0,48870.0
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,127440,22.94,47720.0,19.94,41460.0,16.61,17.89,26.41,36.08,34550.0,37200.0,54930.0,75050.0
43-4199,"Information and Record Clerks, All Other",143910,24.14,50200.0,23.25,48360.0,16.43,19.05,28.21,33.1,34170.0,39610.0,58680.0,68850.0
43-5011,Cargo and Freight Agents,97800,26.64,55420.0,23.99,49900.0,17.9,20.91,29.92,36.71,37240.0,43490.0,62230.0,76350.0
43-5021,Couriers and Messengers,71920,19.26,40060.0,18.43,38340.0,14.37,16.89,21.46,24.32,29880.0,35130.0,44630.0,50590.0
43-5031,Public Safety Telecommunicators,101140,26.35,54800.0,24.39,50730.0,17.13,20.26,30.21,37.55,35640.0,42140.0,62840.0,78110.0
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",211000,25.55,53150.0,23.5,48880.0,16.64,19.35,29.58,36.6,34600.0,40240.0,61520.0,76130.0
43-5041,"Meter Readers, Utilities",19620,26.83,55810.0,23.64,49180.0,16.34,19.05,32.71,41.58,33980.0,39620.0,68030.0,86480.0
43-5051,Postal Service Clerks,78060,29.36,61070.0,29.63,61630.0,20.48,26.64,35.6,35.6,42600.0,55410.0,74050.0,74050.0
43-5052,Postal Service Mail Carriers,336040,28.79,59880.0,27.64,57490.0,20.38,22.13,36.2,36.96,42390.0,46030.0,75300.0,76880.0
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",111930,28.04,58310.0,27.18,56530.0,20.48,22.78,35.08,35.6,42600.0,47380.0,72970.0,74050.0
43-5061,"Production, Planning, and Expediting Clerks",385000,29.05,60420.0,27.78,57770.0,18.54,22.41,34.37,40.77,38570.0,46600.0,71480.0,84810.0
43-5071,"Shipping, Receiving, and Inventory Clerks",857630,21.58,44890.0,20.77,43190.0,15.82,17.81,23.75,28.99,32900.0,37040.0,49390.0,60300.0
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",49720,22.43,46660.0,21.95,45650.0,16.63,18.58,25.51,28.9,34580.0,38650.0,53060.0,60120.0
43-6011,Executive Secretaries and Executive Administrative Assistants,472770,37.05,77060.0,35.7,74260.0,23.22,28.85,43.48,51.78,48300.0,60000.0,90440.0,107710.0
43-6012,Legal Secretaries and Administrative Assistants,154540,29.0,60320.0,26.03,54140.0,17.08,20.54,34.66,42.15,35530.0,42720.0,72090.0,87660.0
43-6013,Medical Secretaries and Administrative Assistants,830760,21.91,45580.0,21.46,44640.0,16.85,18.21,23.9,28.87,35050.0,37880.0,49720.0,60050.0
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",1737820,22.9,47640.0,22.26,46290.0,15.19,18.16,26.76,30.84,31600.0,37770.0,55650.0,64150.0
43-9021,Data Entry Keyers,135280,20.22,42070.0,19.16,39850.0,14.47,16.78,22.72,27.37,30100.0,34900.0,47260.0,56930.0
43-9022,Word Processors and Typists,36030,23.91,49730.0,23.01,47850.0,16.97,19.11,26.93,30.95,35300.0,39740.0,56000.0,64370.0
43-9031,Desktop Publishers,4000,28.97,60250.0,25.78,53620.0,16.66,20.52,34.61,44.66,34650.0,42680.0,71990.0,92880.0
43-9041,Insurance Claims and Policy Processing Clerks,229070,24.99,51980.0,23.29,48450.0,17.74,20.0,28.61,35.15,36900.0,41600.0,59500.0,73100.0
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",62730,19.33,40200.0,18.34,38150.0,14.16,16.56,21.61,25.07,29460.0,34440.0,44940.0,52150.0
43-9061,"Office Clerks, General",2510550,21.86,45470.0,20.97,43630.0,14.0,17.0,25.27,30.69,29120.0,35350.0,52560.0,63840.0
43-9071,"Office Machine Operators, Except Computer",24740,20.01,41620.0,18.76,39020.0,14.35,16.55,22.44,27.09,29850.0,34420.0,46680.0,56340.0
43-9081,Proofreaders and Copy Markers,5160,25.35,52730.0,23.66,49210.0,16.12,18.55,29.99,37.52,33530.0,38590.0,62380.0,78040.0
43-9111,Statistical Assistants,5900,26.67,55470.0,24.73,51440.0,18.29,22.1,30.59,38.18,38050.0,45970.0,63620.0,79410.0
43-9199,"Office and Administrative Support Workers, All Other",195890,23.42,48700.0,22.14,46040.0,14.65,17.02,27.65,34.54,30480.0,35390.0,57500.0,71840.0
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",29530,30.46,63360.0,28.53,59330.0,19.04,22.91,36.84,43.68,39610.0,47660.0,76640.0,90840.0
45-2011,Agricultural Inspectors,12090,26.75,55650.0,24.51,50990.0,18.0,20.55,31.23,38.58,37440.0,42740.0,64960.0,80240.0
45-2021,Animal Breeders,1730,27.0,56150.0,25.0,52000.0,17.85,20.82,28.67,43.26,37130.0,43310.0,59630.0,89970.0
45-2041,"Graders and Sorters, Agricultural Products",26870,17.34,36080.0,17.03,35430.0,14.66,16.13,18.28,20.81,30490.0,33550.0,38010.0,43280.0
45-2091,Agricultural Equipment Operators,30940,21.12,43920.0,20.47,42580.0,15.02,17.62,23.41,27.78,31240.0,36640.0,48690.0,57790.0
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",261690,18.2,37850.0,17.16,35690.0,15.51,16.48,18.73,22.29,32260.0,34280.0,38950.0,46370.0
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",35420,18.55,38580.0,17.38,36150.0,13.03,15.01,21.29,24.92,27110.0,31220.0,44280.0,51840.0
45-2099,"Agricultural Workers, All Other",4980,22.01,45780.0,19.42,40390.0,13.4,16.29,25.35,36.89,27860.0,33870.0,52730.0,76730.0
45-4011,Forest and Conservation Workers,5630,20.59,42830.0,21.0,43680.0,15.89,17.5,21.73,26.05,33050.0,36400.0,45200.0,54190.0
45-4021,Fallers,4110,28.42,59120.0,25.92,53900.0,17.13,20.99,31.27,40.63,35620.0,43670.0,65040.0,84510.0
45-4022,Logging Equipment Operators,22520,25.01,52020.0,23.66,49210.0,16.85,21.03,29.15,34.75,35050.0,43750.0,60640.0,72280.0
45-4023,Log Graders and Scalers,3310,23.14,48130.0,22.46,46710.0,16.85,18.46,27.02,30.47,35050.0,38390.0,56200.0,63370.0
45-4029,"Logging Workers, All Other",2160,25.88,53820.0,25.0,52000.0,17.91,20.2,29.81,34.65,37260.0,42010.0,62000.0,72070.0
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,806080,40.62,84500.0,37.83,78690.0,24.66,30.0,48.17,60.91,51290.0,62400.0,100200.0,126690.0
47-2011,Boilermakers,10170,36.97,76900.0,35.26,73340.0,23.26,29.92,44.96,51.73,48390.0,62230.0,93520.0,107600.0
47-2021,Brickmasons and Blockmasons,53520,31.44,65390.0,29.23,60800.0,19.87,23.76,37.16,45.94,41330.0,49430.0,77290.0,95560.0
47-2022,Stonemasons,8750,27.51,57220.0,25.0,51990.0,17.99,21.55,30.83,40.0,37420.0,44820.0,64120.0,83200.0
