soc_code,occ_title,employment,wage_annual_mean,wage_annual_median,wage_hourly_mean,year
29-9090,Miscellaneous Health Practitioners and Technical Workers,87210,67520.0,60410.0,32.46,2023
29-9091,Athletic Trainers,28480,61540.0,57930.0,,2023
29-9092,Genetic Counselors,3050,98130.0,95770.0,47.18,2023
29-9093,Surgical Assistants,18780,65190.0,59160.0,31.34,2023
29-9099,"Healthcare Practitioners and Technical Workers, All Other",36900,70800.0,63630.0,34.04,2023
31-0000,Healthcare Support Occupations,7063530,38220.0,36140.0,18.37,2023
31-1100,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",5122130,35120.0,34570.0,16.89,2023
31-1120,Home Health and Personal Care Aides,3689350,33380.0,33530.0,16.05,2023
31-1120,Home Health and Personal Care Aides,3689350,33380.0,33530.0,16.05,2023
31-1130,"Nursing Assistants, Orderlies, and Psychiatric Aides",1432790,39600.0,38140.0,19.04,2023
31-1131,Nursing Assistants,1351760,39610.0,38200.0,19.04,2023
31-1132,Orderlies,48710,38440.0,36830.0,18.48,2023
31-1133,Psychiatric Aides,32310,41000.0,39160.0,19.71,2023
31-2000,Occupational Therapy and Physical Therapist Assistants and Aides,196900,59180.0,60830.0,28.45,2023
31-2010,Occupational Therapy Assistants and Aides,50520,65880.0,65450.0,31.68,2023
31-2011,Occupational Therapy Assistants,46090,68170.0,67010.0,32.78,2023
31-2012,Occupational Therapy Aides,4430,42060.0,36970.0,20.22,2023
31-2020,Physical Therapist Assistants and Aides,146380,56870.0,58740.0,27.34,2023
31-2021,Physical Therapist Assistants,104000,65860.0,64080.0,31.66,2023
31-2022,Physical Therapist Aides,42390,34810.0,33520.0,16.74,2023
31-9000,Other Healthcare Support Occupations,1744490,44930.0,43330.0,21.6,2023
31-9010,Massage Therapists,92650,62560.0,55310.0,30.08,2023
31-9011,Massage Therapists,92650,62560.0,55310.0,30.08,2023
31-9090,Miscellaneous Healthcare Support Occupations,1651840,43940.0,42880.0,21.13,2023
31-9091,Dental Assistants,370690,47350.0,46540.0,22.77,2023
31-9092,Medical Assistants,763040,43350.0,42000.0,20.84,2023
31-9093,Medical Equipment Preparers,66790,47410.0,45280.0,22.79,2023
31-9094,Medical Transcriptionists,52420,39090.0,37060.0,18.79,2023
31-9095,Pharmacy Aides,43830,38980.0,36200.0,18.74,2023
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,115770,37310.0,36440.0,17.94,2023
31-9097,Phlebotomists,137080,43130.0,41810.0,20.74,2023
31-9099,"Healthcare Support Workers, All Other",102230,47010.0,44490.0,22.6,2023
33-0000,Protective Service Occupations,3504330,57710.0,47760.0,27.74,2023
33-1000,Supervisors of Protective Service Workers,359050,87710.0,81240.0,42.17,2023
33-1010,First-Line Supervisors of Law Enforcement Workers,190410,98000.0,93800.0,47.11,2023
33-1011,First-Line Supervisors of Correctional Officers,52280,76840.0,70530.0,36.94,2023
33-1012,First-Line Supervisors of Police and Detectives,138140,106000.0,101750.0,50.96,2023
33-1020,First-Line Supervisors of Firefighting and Prevention Workers,84120,90740.0,86220.0,43.63,2023
33-1021,First-Line Supervisors of Firefighting and Prevention Workers,84120,90740.0,86220.0,43.63,2023
33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",84510,61500.0,57590.0,29.57,2023
33-1091,First-Line Supervisors of Security Workers,64900,59580.0,54580.0,28.64,2023
33-1099,"First-Line Supervisors of Protective Service Workers, All Other",19620,67870.0,65050.0,32.63,2023
33-2000,Firefighting and Prevention Workers,331940,61340.0,57900.0,29.49,2023
33-2010,Firefighters,315460,60390.0,57120.0,29.03,2023
33-2011,Firefighters,315460,60390.0,57120.0,29.03,2023
33-2020,Fire Inspectors,16470,79550.0,71420.0,38.25,2023
33-2021,Fire Inspectors and Investigators,14200,82510.0,74160.0,39.67,2023
33-2022,Forest Fire Inspectors and Prevention Specialists,2270,61090.0,54080.0,29.37,2023
33-3000,Law Enforcement Workers,1136430,72370.0,66030.0,34.8,2023
33-3010,"Bailiffs, Correctional Officers, and Jailers",367320,58790.0,53290.0,28.27,2023
33-3011,Bailiffs,15900,58460.0,53040.0,28.11,2023
33-3012,Correctional Officers and Jailers,351420,58810.0,53300.0,28.27,2023
33-3020,Detectives and Criminal Investigators,106730,95930.0,91100.0,46.12,2023
33-3021,Detectives and Criminal Investigators,106730,95930.0,91100.0,46.12,2023
33-3030,Fish and Game Wardens,6290,61120.0,60380.0,29.38,2023
33-3031,Fish and Game Wardens,6290,61120.0,60380.0,29.38,2023
33-3040,Parking Enforcement Workers,7420,50430.0,46840.0,24.25,2023
33-3041,Parking Enforcement Workers,7420,50430.0,46840.0,24.25,2023
33-3050,Police Officers,648670,76550.0,72260.0,36.8,2023
33-3051,Police and Sheriff's Patrol Officers,646310,76550.0,72280.0,36.8,2023
33-3052,Transit and Railroad Police,2360,78230.0,72250.0,37.61,2023
33-9000,Other Protective Service Workers,1676920,40620.0,36920.0,19.53,2023
33-9010,Animal Control Workers,11600,48150.0,43170.0,23.15,2023
33-9011,Animal Control Workers,11600,48150.0,43170.0,23.15,2023
33-9020,Private Detectives and Investigators,34600,60270.0,49540.0,28.98,2023
33-9021,Private Detectives and Investigators,34600,60270.0,49540.0,28.98,2023
33-9030,Security Guards and Gambling Surveillance Officers,1213610,40460.0,37090.0,19.45,2023
33-9031,Gambling Surveillance Officers and Gambling Investigators,10660,42460.0,39210.0,20.41,2023
33-9032,Security Guards,1202940,40440.0,37070.0,19.44,2023
33-9090,Miscellaneous Protective Service Workers,417110,39270.0,35730.0,18.88,2023
33-9091,Crossing Guards and Flaggers,90780,40650.0,36370.0,19.54,2023
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",123560,31340.0,30380.0,15.07,2023
33-9093,Transportation Security Screeners,47950,51040.0,50020.0,24.54,2023
33-9094,School Bus Monitors,72320,33970.0,33130.0,16.33,2023
33-9099,"Protective Service Workers, All Other",82500,47420.0,39360.0,22.8,2023
35-0000,Food Preparation and Serving Related Occupations,13247870,34490.0,32240.0,16.58,2023
35-1000,Supervisors of Food Preparation and Serving Workers,1348910,45780.0,40950.0,22.01,2023
35-1010,Supervisors of Food Preparation and Serving Workers,1348910,45780.0,40950.0,22.01,2023
35-1011,Chefs and Head Cooks,172370,62640.0,58920.0,30.12,2023
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,1176540,43310.0,38520.0,20.82,2023
35-2000,Cooks and Food Preparation Workers,3546860,34010.0,34020.0,16.35,2023
35-2010,Cooks,2667250,34360.0,34320.0,16.52,2023
35-2011,"Cooks, Fast Food",673490,29760.0,29260.0,14.31,2023
35-2012,"Cooks, Institution and Cafeteria",435640,35920.0,35320.0,17.27,2023
35-2013,"Cooks, Private Household",740,49790.0,42590.0,23.94,2023
35-2014,"Cooks, Restaurant",1412350,36060.0,35780.0,17.34,2023
35-2015,"Cooks, Short Order",126370,33920.0,34130.0,16.31,2023
35-2019,"Cooks, All Other",18650,37610.0,35920.0,18.08,2023
35-2020,Food Preparation Workers,879610,32960.0,32420.0,15.85,2023
35-2021,Food Preparation Workers,879610,32960.0,32420.0,15.85,2023
35-3000,Food and Beverage Serving Workers,6893410,33060.0,30160.0,15.89,2023
35-3010,Bartenders,711140,37090.0,31510.0,17.83,2023
35-3011,Bartenders,711140,37090.0,31510.0,17.83,2023
35-3020,Fast Food and Counter Workers,3676580,30110.0,29540.0,14.48,2023
35-3023,Fast Food and Counter Workers,3676580,30110.0,29540.0,14.48,2023
35-3030,Waiters and Waitresses,2237850,36530.0,31940.0,17.56,2023
35-3031,Waiters and Waitresses,2237850,36530.0,31940.0,17.56,2023
35-3040,"Food Servers, Nonrestaurant",267840,33840.0,33110.0,16.27,2023
35-3041,"Food Servers, Nonrestaurant",267840,33840.0,33110.0,16.27,2023
35-9000,Other Food Preparation and Serving Related Workers,1458690,31970.0,30620.0,15.37,2023
35-9010,Dining Room and Cafeteria Attendants and Bartender Helpers,483390,32730.0,31180.0,15.74,2023
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,483390,32730.0,31180.0,15.74,2023
35-9020,Dishwashers,463940,31650.0,31200.0,15.22,2023
35-9021,Dishwashers,463940,31650.0,31200.0,15.22,2023
35-9030,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",425020,30750.0,29220.0,14.78,2023
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",425020,30750.0,29220.0,14.78,2023
35-9090,Miscellaneous Food Preparation and Serving Related Workers,86350,35430.0,33870.0,17.03,2023
35-9099,"Food Preparation and Serving Related Workers, All Other",86350,35430.0,33870.0,17.03,2023
37-0000,Building and Grounds Cleaning and Maintenance Occupations,4429070,38320.0,35990.0,18.43,2023
37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,297150,53770.0,49310.0,25.85,2023
37-1010,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,297150,53770.0,49310.0,25.85,2023
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,171120,49980.0,46650.0,24.03,2023
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",126020,58920.0,55740.0,28.33,2023
37-2000,Building Cleaning and Pest Control Workers,3116220,36100.0,34780.0,17.36,2023
37-2010,Building Cleaning Workers,3022470,35840.0,34600.0,17.23,2023
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2172500,36250.0,35020.0,17.43,2023
37-2012,Maids and Housekeeping Cleaners,836230,34650.0,33450.0,16.66,2023
37-2019,"Building Cleaning Workers, All Other",13740,43740.0,39900.0,21.03,2023
37-2020,Pest Control Workers,93760,44650.0,43470.0,21.46,2023
37-2021,Pest Control Workers,93760,44650.0,43470.0,21.46,2023
37-3000,Grounds Maintenance Workers,1015700,40620.0,37690.0,19.53,2023
37-3010,Grounds Maintenance Workers,1015700,40620.0,37690.0,19.53,2023
37-3011,Landscaping and Groundskeeping Workers,929930,39790.0,37360.0,19.13,2023
37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",23520,44480.0,44070.0,21.38,2023
37-3013,Tree Trimmers and Pruners,50270,52850.0,49070.0,25.41,2023
37-3019,"Grounds Maintenance Workers, All Other",11980,46540.0,43310.0,22.37,2023
39-0000,Personal Care and Service Occupations,3040630,38430.0,34260.0,18.48,2023
39-1000,Supervisors of Personal Care and Service Workers,219680,51690.0,47550.0,24.85,2023
39-1010,First-Line Supervisors of Entertainment and Recreation Workers,113230,53190.0,48430.0,25.57,2023
39-1013,First-Line Supervisors of Gambling Services Workers,25100,62110.0,61210.0,29.86,2023
39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",88140,50650.0,46060.0,24.35,2023
39-1020,First-Line Supervisors of Personal Service Workers,106440,50090.0,46690.0,24.08,2023
39-1022,First-Line Supervisors of Personal Service Workers,106440,50090.0,46690.0,24.08,2023
39-2000,Animal Care and Service Workers,288060,34290.0,31830.0,16.49,2023
39-2010,Animal Trainers,19240,44910.0,38810.0,21.59,2023
39-2011,Animal Trainers,19240,44910.0,38810.0,21.59,2023
39-2020,Animal Caretakers,268830,33530.0,31200.0,16.12,2023
39-2021,Animal Caretakers,268830,33530.0,31200.0,16.12,2023
39-3000,Entertainment Attendants and Related Workers,612760,32250.0,29840.0,15.5,2023
39-3010,Gambling Services Workers,102570,38790.0,32240.0,18.65,2023
39-3011,Gambling Dealers,80570,40030.0,32240.0,19.25,2023
39-3012,Gambling and Sports Book Writers and Runners,8700,32030.0,29170.0,15.4,2023
39-3019,"Gambling Service Workers, All Other",13300,35650.0,32710.0,17.14,2023
39-3020,Motion Picture Projectionists,2610,43800.0,35160.0,21.06,2023
39-3021,Motion Picture Projectionists,2610,43800.0,35160.0,21.06,2023
39-3030,"Ushers, Lobby Attendants, and Ticket Takers",117560,30520.0,29780.0,14.67,2023
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",117560,30520.0,29780.0,14.67,2023
39-3090,Miscellaneous Entertainment Attendants and Related Workers,390020,30970.0,29560.0,14.89,2023
39-3091,Amusement and Recreation Attendants,361680,30240.0,29390.0,14.54,2023
39-3092,Costume Attendants,6300,60230.0,52370.0,28.96,2023
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",14720,34590.0,33450.0,16.63,2023
39-3099,"Entertainment Attendants and Related Workers, All Other",7320,34670.0,33280.0,16.67,2023
39-4000,Funeral Service Workers,63430,45520.0,38080.0,21.88,2023
39-4010,Embalmers and Crematory Operators,6600,50640.0,47830.0,24.35,2023
39-4011,Embalmers,3380,56690.0,54090.0,27.26,2023
39-4012,Crematory Operators,3220,44290.0,41670.0,21.3,2023
39-4020,Funeral Attendants,32620,35200.0,33850.0,16.92,2023
39-4021,Funeral Attendants,32620,35200.0,33850.0,16.92,2023
39-4030,"Morticians, Undertakers, and Funeral Arrangers",24200,58020.0,51030.0,27.9,2023
39-4031,"Morticians, Undertakers, and Funeral Arrangers",24200,58020.0,51030.0,27.9,2023
39-5000,Personal Appearance Workers,532400,41510.0,34930.0,19.96,2023
39-5010,"Barbers, Hairdressers, Hairstylists and Cosmetologists",310830,41770.0,35080.0,20.08,2023
39-5011,Barbers,15990,41570.0,36150.0,19.99,2023
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",294840,41780.0,34970.0,20.09,2023
39-5090,Miscellaneous Personal Appearance Workers,221570,41140.0,34810.0,19.78,2023
39-5091,"Makeup Artists, Theatrical and Performance",4130,68590.0,47390.0,32.97,2023
39-5092,Manicurists and Pedicurists,144810,36480.0,34250.0,17.54,2023
39-5093,Shampooers,7360,29260.0,29530.0,14.07,2023
39-5094,Skincare Specialists,65270,51100.0,43200.0,24.57,2023
39-6000,"Baggage Porters, Bellhops, and Concierges",69800,38530.0,36260.0,18.52,2023
39-6010,"Baggage Porters, Bellhops, and Concierges",69800,38530.0,36260.0,18.52,2023
39-6011,Baggage Porters and Bellhops,28780,36100.0,34840.0,17.36,2023
39-6012,Concierges,41020,40230.0,37150.0,19.34,2023
39-7000,Tour and Travel Guides,46760,40280.0,36060.0,19.37,2023
39-7010,Tour and Travel Guides,46760,40280.0,36060.0,19.37,2023
39-7010,Tour and Travel Guides,46760,40280.0,36060.0,19.37,2023
39-9000,Other Personal Care and Service Workers,1207740,38340.0,34690.0,18.44,2023
39-9010,Childcare Workers,497450,32070.0,30370.0,15.42,2023
39-9011,Childcare Workers,497450,32070.0,30370.0,15.42,2023
39-9030,Recreation and Fitness Workers,561200,43740.0,37000.0,21.03,2023
39-9031,Exercise Trainers and Group Fitness Instructors,279450,51270.0,46480.0,24.65,2023
39-9032,Recreation Workers,281750,36270.0,34410.0,17.44,2023
39-9040,Residential Advisors,88700,40200.0,37950.0,19.33,2023
39-9041,Residential Advisors,88700,40200.0,37950.0,19.33,2023
39-9090,Miscellaneous Personal Care and Service Workers,60390,37190.0,36980.0,17.88,2023
39-9099,"Personal Care and Service Workers, All Other",60390,37190.0,36980.0,17.88,2023
41-0000,Sales and Related Occupations,13380660,53280.0,36760.0,25.62,2023
41-1000,Supervisors of Sales Workers,1315030,60140.0,49020.0,28.92,2023
41-1010,First-Line Supervisors of Sales Workers,1315030,60140.0,49020.0,28.92,2023
41-1011,First-Line Supervisors of Retail Sales Workers,1087890,52030.0,46730.0,25.01,2023
41-1012,First-Line Supervisors of Non-Retail Sales Workers,227150,99020.0,84570.0,47.61,2023
41-2000,Retail Sales Workers,7655030,34520.0,31940.0,16.59,2023
41-2010,Cashiers,3319210,30750.0,29740.0,14.78,2023
41-2011,Cashiers,3298660,30710.0,29720.0,14.77,2023
41-2012,Gambling Change Persons and Booth Cashiers,20560,36030.0,33230.0,17.32,2023
41-2020,Counter and Rental Clerks and Parts Salespersons,651070,41410.0,37200.0,19.91,2023
41-2021,Counter and Rental Clerks,390300,41630.0,37400.0,20.02,2023
41-2022,Parts Salespersons,260770,41080.0,36860.0,19.75,2023
41-2030,Retail Salespersons,3684740,36690.0,33680.0,17.64,2023
41-2031,Retail Salespersons,3684740,36690.0,33680.0,17.64,2023
41-3000,"Sales Representatives, Services",2245510,85860.0,63150.0,41.28,2023
41-3010,Advertising Sales Agents,108100,75820.0,61270.0,36.45,2023
41-3011,Advertising Sales Agents,108100,75820.0,61270.0,36.45,2023
41-3020,Insurance Sales Agents,457510,79700.0,59080.0,38.32,2023
41-3021,Insurance Sales Agents,457510,79700.0,59080.0,38.32,2023
41-3030,"Securities, Commodities, and Financial Services Sales Agents",479630,109710.0,76900.0,52.75,2023
41-3031,"Securities, Commodities, and Financial Services Sales Agents",479630,109710.0,76900.0,52.75,2023
41-3040,Travel Agents,58250,50040.0,47410.0,24.06,2023
41-3041,Travel Agents,58250,50040.0,47410.0,24.06,2023
41-3090,"Miscellaneous Sales Representatives, Services",1142020,81080.0,64600.0,38.98,2023
41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",1142020,81080.0,64600.0,38.98,2023
41-4000,"Sales Representatives, Wholesale and Manufacturing",1600700,86920.0,73080.0,41.79,2023
41-4010,"Sales Representatives, Wholesale and Manufacturing",1600700,86920.0,73080.0,41.79,2023
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",311780,113520.0,99710.0,54.58,2023
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1288920,80490.0,65630.0,38.7,2023
41-9000,Other Sales and Related Workers,564380,66760.0,47990.0,32.09,2023
41-9010,"Models, Demonstrators, and Product Promoters",53880,42680.0,37190.0,20.52,2023
41-9011,Demonstrators and Product Promoters,50790,41090.0,36970.0,19.76,2023
41-9012,Models,3090,68700.0,47430.0,33.03,2023
41-9020,Real Estate Brokers and Sales Agents,249080,73010.0,56620.0,35.1,2023
41-9021,Real Estate Brokers,51350,86130.0,63060.0,41.41,2023
41-9022,Real Estate Sales Agents,197720,69610.0,54300.0,33.46,2023
41-9030,Sales Engineers,59340,130550.0,116950.0,62.77,2023
41-9031,Sales Engineers,59340,130550.0,116950.0,62.77,2023
41-9040,Telemarketers,81580,36680.0,34480.0,17.64,2023
41-9041,Telemarketers,81580,36680.0,34480.0,17.64,2023
41-9090,Miscellaneous Sales and Related Workers,120500,53530.0,44100.0,25.74,2023
41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",6220,42200.0,34910.0,20.29,2023
41-9099,"Sales and Related Workers, All Other",114280,54150.0,44610.0,26.03,2023
43-0000,Office and Administrative Support Occupations,18533450,47940.0,44480.0,23.05,2023
43-1000,Supervisors of Office and Administrative Support Workers,1504570,68620.0,63450.0,32.99,2023
43-1010,First-Line Supervisors of Office and Administrative Support Workers,1504570,68620.0,63450.0,32.99,2023
43-1011,First-Line Supervisors of Office and Administrative Support Workers,1504570,68620.0,63450.0,32.99,2023
43-2000,Communications Equipment Operators,49810,40570.0,37030.0,19.51,2023
43-2010,"Switchboard Operators, Including Answering Service",43830,40020.0,36750.0,19.24,2023
43-2011,"Switchboard Operators, Including Answering Service",43830,40020.0,36750.0,19.24,2023
43-2020,Telephone Operators,4600,42100.0,38080.0,20.24,2023
43-2021,Telephone Operators,4600,42100.0,38080.0,20.24,2023
43-2090,Miscellaneous Communications Equipment Operators,1380,53240.0,49310.0,25.6,2023
43-2099,"Communications Equipment Operators, All Other",1380,53240.0,49310.0,25.6,2023
43-3000,Financial Clerks,2739760,47860.0,45790.0,23.01,2023
43-3010,Bill and Account Collectors,190910,46020.0,44250.0,22.12,2023
43-3011,Bill and Account Collectors,190910,46020.0,44250.0,22.12,2023
43-3020,Billing and Posting Clerks,430220,47120.0,45590.0,22.66,2023
43-3021,Billing and Posting Clerks,430220,47120.0,45590.0,22.66,2023
43-3030,"Bookkeeping, Accounting, and Auditing Clerks",1501910,49580.0,47440.0,23.84,2023
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",1501910,49580.0,47440.0,23.84,2023
43-3040,Gambling Cage Workers,12560,36750.0,36110.0,17.67,2023
43-3041,Gambling Cage Workers,12560,36750.0,36110.0,17.67,2023
43-3050,Payroll and Timekeeping Clerks,157230,54690.0,52240.0,26.29,2023
43-3051,Payroll and Timekeeping Clerks,157230,54690.0,52240.0,26.29,2023
43-3060,Procurement Clerks,61580,47940.0,46670.0,23.05,2023
43-3061,Procurement Clerks,61580,47940.0,46670.0,23.05,2023
43-3070,Tellers,340820,38850.0,37640.0,18.68,2023
43-3071,Tellers,340820,38850.0,37640.0,18.68,2023
43-3090,Miscellaneous Financial Clerks,44520,52690.0,49940.0,25.33,2023
43-3099,"Financial Clerks, All Other",44520,52690.0,49940.0,25.33,2023
43-4000,Information and Record Clerks,5537420,42610.0,39030.0,20.49,2023
43-4010,Brokerage Clerks,48060,63130.0,60150.0,30.35,2023
43-4011,Brokerage Clerks,48060,63130.0,60150.0,30.35,2023
43-4020,Correspondence Clerks,4650,46940.0,42120.0,22.57,2023
43-4021,Correspondence Clerks,4650,46940.0,42120.0,22.57,2023
43-4030,"Court, Municipal, and License Clerks",157960,48760.0,46110.0,23.44,2023
43-4031,"Court, Municipal, and License Clerks",157960,48760.0,46110.0,23.44,2023
43-4040,"Credit Authorizers, Checkers, and Clerks",14290,50380.0,48000.0,24.22,2023
43-4041,"Credit Authorizers, Checkers, and Clerks",14290,50380.0,48000.0,24.22,2023
43-4050,Customer Service Representatives,2858710,43520.0,39680.0,20.92,2023
43-4051,Customer Service Representatives,2858710,43520.0,39680.0,20.92,2023
43-4060,"Eligibility Interviewers, Government Programs",150190,51840.0,50270.0,24.92,2023
43-4061,"Eligibility Interviewers, Government Programs",150190,51840.0,50270.0,24.92,2023
43-4070,File Clerks,82290,40730.0,38130.0,19.58,2023
43-4071,File Clerks,82290,40730.0,38130.0,19.58,2023
43-4080,"Hotel, Motel, and Resort Desk Clerks",263800,32570.0,30790.0,15.66,2023
43-4081,"Hotel, Motel, and Resort Desk Clerks",263800,32570.0,30790.0,15.66,2023
43-4110,"Interviewers, Except Eligibility and Loan",160550,42750.0,40300.0,20.55,2023
43-4111,"Interviewers, Except Eligibility and Loan",160550,42750.0,40300.0,20.55,2023
43-4120,"Library Assistants, Clerical",83680,35970.0,34020.0,17.29,2023
43-4121,"Library Assistants, Clerical",83680,35970.0,34020.0,17.29,2023
43-4130,Loan Interviewers and Clerks,203940,48660.0,47380.0,23.4,2023
43-4131,Loan Interviewers and Clerks,203940,48660.0,47380.0,23.4,2023
43-4140,New Accounts Clerks,41180,44670.0,44630.0,21.48,2023
43-4141,New Accounts Clerks,41180,44670.0,44630.0,21.48,2023
43-4150,Order Clerks,91830,43530.0,41600.0,20.93,2023
43-4151,Order Clerks,91830,43530.0,41600.0,20.93,2023
43-4160,"Human Resources Assistants, Except Payroll and Timekeeping",101440,48800.0,47710.0,23.46,2023
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",101440,48800.0,47710.0,23.46,2023
43-4170,Receptionists and Information Clerks,1003820,36590.0,35840.0,17.59,2023
43-4171,Receptionists and Information Clerks,1003820,36590.0,35840.0,17.59,2023
43-4180,Reservation and Transportation Ticket Agents and Travel Clerks,119270,46820.0,40610.0,22.51,2023
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,119270,46820.0,40610.0,22.51,2023
43-4190,Miscellaneous Information and Record Clerks,151760,47840.0,46210.0,23.0,2023
43-4199,"Information and Record Clerks, All Other",151760,47840.0,46210.0,23.0,2023
43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",2316650,50430.0,46590.0,24.25,2023
43-5010,Cargo and Freight Agents,105220,52460.0,48330.0,25.22,2023
43-5011,Cargo and Freight Agents,105220,52460.0,48330.0,25.22,2023
43-5020,Couriers and Messengers,72010,38350.0,36710.0,18.44,2023
43-5021,Couriers and Messengers,72010,38350.0,36710.0,18.44,2023
43-5030,Dispatchers,303910,51250.0,47530.0,24.64,2023
43-5031,Public Safety Telecommunicators,97820,52140.0,48890.0,25.07,2023
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",206090,50830.0,46860.0,24.44,2023
43-5040,"Meter Readers, Utilities",19900,53610.0,47720.0,25.77,2023
43-5041,"Meter Readers, Utilities",19900,53610.0,47720.0,25.77,2023
43-5050,Postal Service Workers,526260,58660.0,56510.0,28.2,2023
43-5051,Postal Service Clerks,78130,59240.0,59570.0,28.48,2023
43-5052,Postal Service Mail Carriers,331600,59340.0,56330.0,28.53,2023
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",116540,56350.0,53440.0,27.09,2023
43-5060,"Production, Planning, and Expediting Clerks",393980,57610.0,53900.0,27.7,2023
43-5061,"Production, Planning, and Expediting Clerks",393980,57610.0,53900.0,27.7,2023
43-5070,"Shipping, Receiving, and Inventory Clerks",844120,42730.0,39780.0,20.54,2023
43-5071,"Shipping, Receiving, and Inventory Clerks",844120,42730.0,39780.0,20.54,2023
43-5110,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",51250,44240.0,43270.0,21.27,2023
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",51250,44240.0,43270.0,21.27,2023
43-6000,Secretaries and Administrative Assistants,3171290,49810.0,46010.0,23.95,2023
43-6010,Secretaries and Administrative Assistants,3171290,49810.0,46010.0,23.95,2023
43-6011,Executive Secretaries and Executive Administrative Assistants,483570,73680.0,70310.0,35.42,2023
43-6012,Legal Secretaries and Administrative Assistants,152790,56330.0,50680.0,27.08,2023
43-6013,Medical Secretaries and Administrative Assistants,749500,43380.0,40640.0,20.85,2023
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",1785430,45490.0,44280.0,21.87,2023
43-9000,Other Office and Administrative Support Workers,3213950,43970.0,40950.0,21.14,2023
43-9020,Data Entry and Information Processing Workers,191430,41490.0,38970.0,19.95,2023
43-9021,Data Entry Keyers,154230,40130.0,37790.0,19.29,2023
43-9022,Word Processors and Typists,37200,47170.0,46450.0,22.68,2023
43-9030,Desktop Publishers,5220,57680.0,51290.0,27.73,2023
43-9031,Desktop Publishers,5220,57680.0,51290.0,27.73,2023
43-9040,Insurance Claims and Policy Processing Clerks,241650,49530.0,46900.0,23.81,2023
43-9041,Insurance Claims and Policy Processing Clerks,241650,49530.0,46900.0,23.81,2023
43-9050,"Mail Clerks and Mail Machine Operators, Except Postal Service",66600,38370.0,36880.0,18.45,2023
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",66600,38370.0,36880.0,18.45,2023
43-9060,"Office Clerks, General",2496370,43560.0,40480.0,20.94,2023
43-9061,"Office Clerks, General",2496370,43560.0,40480.0,20.94,2023
43-9070,"Office Machine Operators, Except Computer",27960,39600.0,37450.0,19.04,2023
43-9071,"Office Machine Operators, Except Computer",27960,39600.0,37450.0,19.04,2023
43-9080,Proofreaders and Copy Markers,5490,51100.0,48790.0,24.57,2023
43-9081,Proofreaders and Copy Markers,5490,51100.0,48790.0,24.57,2023
43-9110,Statistical Assistants,7200,53900.0,50510.0,25.92,2023
43-9111,Statistical Assistants,7200,53900.0,50510.0,25.92,2023
43-9190,Miscellaneous Office and Administrative Support Workers,172020,46620.0,43230.0,22.41,2023
43-9199,"Office and Administrative Support Workers, All Other",172020,46620.0,43230.0,22.41,2023
45-0000,"Farming, Fishing, and Forestry Occupations",432200,39970.0,35520.0,19.22,2023
45-1000,"Supervisors of Farming, Fishing, and Forestry Workers",27150,60790.0,57320.0,29.23,2023
45-1010,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",27150,60790.0,57320.0,29.23,2023
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",27150,60790.0,57320.0,29.23,2023
45-2000,Agricultural Workers,363710,37370.0,34910.0,17.97,2023
45-2010,Agricultural Inspectors,12660,52170.0,48010.0,25.08,2023
45-2011,Agricultural Inspectors,12660,52170.0,48010.0,25.08,2023
