anthropic_task_description,api_usage_count,onet_soc_code,onet_task_id,onet_task_description,onet_task_type,onet_occupation_title,onet_occupation_description,match_method,match_score,Job Zone,typical_education,typical_education_pct,task_importance,task_relevance,dwa_ids,dwa_titles,iwa_ids,nonroutine_cognitive_analytical,nonroutine_cognitive_interpersonal,nonroutine_manual,nonroutine_total,soc_6digit,OCC_CODE,OCC_TITLE,TOT_EMP,H_MEAN,A_MEAN,H_MEDIAN,A_MEDIAN,H_PCT10,H_PCT25,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_PCT75,A_PCT90
enter into record-keeping systems appropriate data needed to create new title records or update existing ones.,56.0,23-2093.00,9238.0,Enter into record-keeping systems appropriate data needed to create new title records or to update existing ones.,Core,"Title Examiners, Abstractors, and Searchers","Search real estate records, examine titles, or summarize pertinent legal or insurance documents or details for a variety of purposes. May compile lists of mortgages, contracts, and other instruments pertaining to titles by searching public and private records for law firms, real estate agencies, or title insurance companies.",fuzzy,98.63013698630137,2,2.0,60.33,4.02,73.41,,,,0.5383435582822085,0.3300492610837439,0.3080939947780679,0.3983286908077995,23-2093,23-2093,"Title Examiners, Abstractors, and Searchers",48170.0,28.65,59600.0,26.43,54980.0,17.65,21.64,33.79,41.94,36710.0,45020.0,70290.0,87240.0
"promote products in online communities through weblog or discussion-forum postings, e-mail marketing programs, or online advertising.",56.0,13-1199.06,15717.0,"Promote products in online communities through weblog or discussion-forum postings, e-mail marketing programs, or online advertising.",Core,Online Merchants,"Conduct retail activities of businesses operating exclusively online. May perform duties such as preparing business strategies, buying merchandise, managing inventory, implementing marketing activities, fulfilling and shipping online orders, and balancing financial records.",exact,100.0,4,6.0,41.29,3.85,83.78,4.A.4.a.6.I03.D04,"Market products, services, or events.",4.A.4.a.6.I03,0.5460122699386504,0.4663382594417077,0.2349869451697127,0.4206128133704737,13-1199,13-1199,"Business Operations Specialists, All Other",1128200.0,44.41,92380.0,39.07,81270.0,22.23,29.24,52.9,71.07,46230.0,60820.0,110030.0,147830.0
make promotional appearances at public or private events to represent their employers.,56.0,27-3011.00,3933.0,Make promotional appearances at public or private events to represent their employers.,Core,Broadcast Announcers and Radio Disc Jockeys,"Speak or read from scripted materials, such as news reports or commercial messages, on radio, television, or other communications media. May play and queue music, announce artist or title of performance, identify station, or interview guests.",exact,100.0,4,6.0,55.04,3.82,96.86,4.A.4.a.6.I03.D10,"Promote products, activities, or organizations.",4.A.4.a.6.I03,0.7438650306748469,0.7175697865353039,0.5248041775456919,0.7715877437325909,27-3011,27-3011,Broadcast Announcers and Radio Disc Jockeys,23880.0,38.52,80110.0,21.96,45680.0,12.5,16.0,34.65,63.36,26000.0,33280.0,72080.0,131780.0
review books and journal articles for potential publication.,56.0,25-1066.00,20083.0,Review books and journal articles for potential publication.,Supplemental,"Psychology Teachers, Postsecondary","Teach courses in psychology, such as child, clinical, and developmental psychology, and psychological counseling. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",exact,100.0,5,11.0,54.58,2.92,84.22,4.A.2.a.1.I08.D01,Evaluate scholarly materials.,4.A.2.a.1.I08,0.72239263803681,0.8144499178981939,0.1879895561357702,0.6232590529247912,25-1066,25-1066,"Psychology Teachers, Postsecondary",41610.0,,93530.0,,80330.0,,,,,47870.0,62290.0,106640.0,158900.0
manage investment funds to maximize return on client investments.,56.0,11-3031.03,15678.0,Manage investment funds to maximize return on client investments.,Core,Investment Fund Managers,"Plan, direct, or coordinate investment strategy or operations for a large pool of liquid assets supplied by institutional investors or individual investors.",exact,100.0,5,8.0,63.33,4.81,91.17,4.A.4.b.4.I09.D02,Direct financial operations.,4.A.4.b.4.I09,0.8128834355828223,0.5008210180623974,0.0548302872062663,0.4603064066852369,11-3031,11-3031,Financial Managers,818620.0,86.76,180470.0,77.74,161700.0,41.58,56.91,102.98,,86490.0,118360.0,214210.0,
maintain input or data quality of risk management systems.,56.0,13-2054.00,21625.0,Maintain input or data quality of risk management systems.,,Financial Risk Specialists,"Analyze and measure exposure to credit and market risk threatening the assets, earning capacity, or economic state of an organization. May make recommendations to limit risk.",exact,100.0,4,,,,,4.A.3.b.6.I08.D14,Maintain data in information systems or databases.,4.A.3.b.6.I08,,,,,13-2054,13-2054,Financial Risk Specialists,56320.0,57.66,119930.0,50.96,106000.0,29.94,38.6,69.72,87.65,62270.0,80280.0,145020.0,182310.0
research and analyze member or community needs to determine program directions and goals.,56.0,11-9151.00,1133.0,Research and analyze member or community needs to determine program directions and goals.,Core,Social and Community Service Managers,"Plan, direct, or coordinate the activities of a social service program or community outreach organization. Oversee the program or organization's budget and policies regarding participant involvement, program requirements, and benefits. Work may involve directing social workers, counselors, or probation officers.",exact,100.0,4,6.0,50.36,3.89,83.99,4.A.2.a.4.I02.D08,Analyze market research data.,4.A.2.a.4.I02,0.6395705521472393,0.7257799671592776,0.1566579634464751,0.5313370473537606,11-9151,11-9151,Social and Community Service Managers,195490.0,41.39,86100.0,37.61,78240.0,24.05,30.01,48.36,62.41,50020.0,62420.0,100600.0,129820.0
"perform experiments and computer modeling to study the nature, structure, and physical and chemical properties of metals and their alloys, and their responses to applied forces.",56.0,19-2032.00,20213.0,"Perform experiments and computer modeling to study the nature, structure, and physical and chemical properties of metals and their alloys, and their responses to applied forces.",Core,Materials Scientists,"Research and study the structures and chemical properties of various natural and synthetic or composite materials, including metals, alloys, rubber, ceramics, semiconductors, polymers, and glass. Determine ways to strengthen or combine materials or develop new materials with new or specific properties for use in a variety of products and applications. Includes glass scientists, ceramic scientists, metallurgical scientists, and polymer scientists.",exact,100.0,4,6.0,61.9,3.83,85.71,4.A.2.b.2.I26.D01,Develop theories or models of physical phenomena.,4.A.2.b.2.I26,0.8052147239263804,0.5287356321839081,0.4621409921671018,0.6859331476323121,19-2032,19-2032,Materials Scientists,8330.0,53.56,111410.0,50.08,104160.0,29.55,38.45,64.49,81.01,61460.0,79980.0,134140.0,168500.0
receive and record patrons' dining reservations.,56.0,35-9031.00,2301.0,Receive and record patrons' dining reservations.,Core,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","Welcome patrons, seat them at tables or in lounge, and help ensure quality of facilities and service.",exact,100.0,2,2.0,62.0,4.35,79.98,4.A.2.b.5.I01.D02,Schedule dining reservations.,4.A.2.b.5.I01,0.2484662576687116,0.3957307060755336,0.2872062663185378,0.2834261838440113,35-9031,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",427150.0,15.4,32030.0,14.61,30380.0,10.58,12.8,17.23,20.48,22010.0,26630.0,35840.0,42600.0
"supply guests or travelers with directions, travel information, and other information, such as available services and points of interest.",56.0,39-6011.00,2315.0,"Supply guests or travelers with directions, travel information, and other information, such as available services and points of interest.",Core,Baggage Porters and Bellhops,Handle baggage for travelers at transportation terminals or for guests at hotels or similar establishments.,exact,100.0,2,1.0,41.75,4.47,99.7,4.A.4.a.3.I03.D03; 4.A.4.a.3.I03.D10,Provide attraction or event information to patrons.; Provide patrons with directions to locales or attractions.,4.A.4.a.3.I03,0.4033742331288344,0.4532019704433498,0.6449086161879894,0.568941504178273,39-6011,39-6011,Baggage Porters and Bellhops,31220.0,17.77,36960.0,17.32,36020.0,12.25,14.34,19.61,23.31,25480.0,29830.0,40780.0,48490.0
"research, evaluate, and prepare recommendations on curricula, instructional methods, and materials for school systems.",56.0,25-9031.00,6870.0,"Research, evaluate, and prepare recommendations on curricula, instructional methods, and materials for school systems.",Core,Instructional Coordinators,"Develop instructional material, coordinate educational content, and incorporate current technology into instruction in order to provide guidelines to educators and instructors for developing curricula and conducting courses. May train and coach teachers. Includes educational consultants and specialists, and instructional material directors.",exact,100.0,5,8.0,59.84,3.67,81.83,4.A.2.a.1.I02.D05; 4.A.2.b.3.I01.D10,Evaluate effectiveness of educational programs.; Research topics in area of expertise.,4.A.2.a.1.I02; 4.A.2.b.3.I01,0.7254601226993866,0.7586206896551726,0.1201044386422976,0.5647632311977717,25-9031,25-9031,Instructional Coordinators,210850.0,37.31,77600.0,35.92,74720.0,22.39,28.43,45.57,55.49,46560.0,59120.0,94780.0,115410.0
"type correspondence, reports, text and other written material from rough drafts, corrected copies, voice recordings, dictation or previous versions, using a computer, word processor, or typewriter.",56.0,43-9022.00,793.0,"Type correspondence, reports, text and other written material from rough drafts, corrected copies, voice recordings, dictation, or previous versions, using a computer, word processor, or typewriter.",Core,Word Processors and Typists,"Use word processor, computer, or typewriter to type letters, reports, forms, or other material from rough draft, corrected copy, or voice recording. May perform other clerical duties as assigned.",exact,100.0,2,2.0,49.61,4.01,91.98,4.A.4.c.1.I01.D07,Type documents.,4.A.4.c.1.I01,0.3696319018404908,0.4154351395730707,0.3603133159268929,0.3857938718662954,43-9022,43-9022,Word Processors and Typists,36030.0,23.91,49730.0,23.01,47850.0,16.97,19.11,26.93,30.95,35300.0,39740.0,56000.0,64370.0
"provide administrative support for projects by collecting data, providing project documentation, training staff, or performing other general administrative duties.",55.0,17-2081.00,1372.0,"Provide administrative support for projects by collecting data, providing project documentation, training staff, or performing other general administrative duties.",Core,Environmental Engineers,"Research, design, plan, or perform engineering duties in the prevention, control, and remediation of environmental hazards using various engineering disciplines. Work may include waste treatment, site remediation, or pollution control technology.",exact,100.0,4,6.0,61.9,3.55,95.24,4.A.3.b.6.I08.D21; 4.A.4.b.3.I04.D02,Maintain operational records or records systems.; Train personnel on proper operational procedures.,4.A.3.b.6.I08; 4.A.4.b.3.I04,0.7315950920245399,0.6600985221674878,0.2872062663185378,0.6149025069637885,17-2081,17-2081,Environmental Engineers,37950.0,53.16,110570.0,50.08,104170.0,31.23,38.71,62.9,77.84,64950.0,80510.0,130830.0,161910.0
"prepare reports, deliver presentations, or participate in program review activities to communicate engineering results or recommendations.",55.0,17-2199.09,16537.0,"Prepare reports, deliver presentations, or participate in program review activities to communicate engineering results or recommendations.",Core,Nanosystems Engineers,"Design, develop, or supervise the production of materials, devices, or systems of unique molecular or macromolecular composition, applying principles of nanoscale physics and electrical, chemical, or biological engineering.",exact,100.0,5,11.0,57.14,3.81,100.0,4.A.3.b.6.I15.D04; 4.A.4.a.1.I01.D04,"Explain engineering drawings, specifications, or other technical information.; Prepare operational reports.",4.A.3.b.6.I15; 4.A.4.a.1.I01,0.878834355828221,0.5123152709359607,0.7597911227154047,0.8711699164345408,17-2199,17-2199,"Engineers, All Other",150750.0,58.52,121720.0,56.61,117750.0,30.21,41.23,73.4,88.22,62840.0,85750.0,152670.0,183510.0
"evaluate and grade students' class work, laboratory work, assignments, and papers.",55.0,25-1021.00,5685.0,"Evaluate and grade students' class work, laboratory work, assignments, and papers.",Core,"Computer Science Teachers, Postsecondary","Teach courses in computer science. May specialize in a field of computer science, such as the design and function of computers or operations and research analysis. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",exact,100.0,5,8.0,47.35,4.39,100.0,4.A.2.a.1.I03.D04,Evaluate student work.,4.A.2.a.1.I03,0.8312883435582823,0.607553366174056,0.2323759791122715,0.6086350974930363,25-1021,25-1021,"Computer Science Teachers, Postsecondary",36240.0,,105830.0,,96690.0,,,,,48910.0,65200.0,132200.0,172380.0
"guide and counsel students with adjustment or academic problems, or special academic interests.",55.0,25-2012.00,6513.0,Guide and counsel students with adjustment or academic problems or special academic interests.,Core,"Kindergarten Teachers, Except Special Education",Teach academic and social skills to kindergarten students.,exact,100.0,4,6.0,75.66,4.47,97.54,4.A.4.b.6.I07.D02,Advise students on academic or career matters.,4.A.4.b.6.I07,0.7070552147239263,0.6453201970443352,0.216710182767624,0.5598885793871871,25-2012,25-2012,"Kindergarten Teachers, Except Special Education",114410.0,,67020.0,,61430.0,,,,,45750.0,50290.0,77720.0,99360.0
"communicate with dispatchers by radio, telephone, or computer to exchange information and receive requests for passenger service.",55.0,53-3053.00,23735.0,"Communicate with dispatchers by radio, telephone, or computer to exchange information and receive requests for passenger service.",,Shuttle Drivers and Chauffeurs,Drive a motor vehicle to transport passengers on a planned or scheduled basis. May collect a fare. Includes nonemergency medical transporters and hearse drivers.,exact,100.0,2,,,,,4.A.4.a.2.I03.D06,Communicate with others to coordinate vehicle movement.,4.A.4.a.2.I03,,,,,53-3053,53-3053,Shuttle Drivers and Chauffeurs,229630.0,18.79,39070.0,17.63,36670.0,13.21,15.13,21.4,25.44,27490.0,31460.0,44510.0,52910.0
"develop or implement product-marketing strategies, including advertising campaigns or sales promotions.",55.0,11-1021.00,945.0,"Develop or implement product-marketing strategies, including advertising campaigns or sales promotions.",Supplemental,General and Operations Managers,"Plan, direct, or coordinate the operations of public or private sector organizations, overseeing multiple departments or locations. Duties and responsibilities include formulating policies, managing daily operations, and planning the use of materials and human resources, but are too diverse and general in nature to be classified in any one functional area of management or administration, such as personnel, purchasing, or administrative services. Usually manage through subordinate supervisors. Excludes First-Line Supervisors.",exact,100.0,4,2.0,28.76,3.57,51.98,4.A.2.b.1.I09.D01; 4.A.2.b.2.I03.D03,Develop marketing plans or strategies.; Implement organizational process or policy changes.,4.A.2.b.1.I09; 4.A.2.b.2.I03,0.6993865030674847,0.8259441707717572,0.268929503916449,0.6608635097493037,11-1021,11-1021,General and Operations Managers,3584420.0,64.0,133120.0,49.5,102950.0,22.8,32.29,78.91,,47420.0,67160.0,164130.0,
"interpret and explain plans and contract terms to representatives of the owner or developer, including administrative staff, workers, or clients.",55.0,11-9021.00,20336.0,"Interpret and explain plans and contract terms to representatives of the owner or developer, including administrative staff, workers, or clients.",Core,Construction Managers,"Plan, direct, or coordinate, usually through subordinate supervisory personnel, activities concerned with the construction and maintenance of structures, facilities, and systems. Participate in the conceptual development of a construction project and oversee its organization, scheduling, budgeting, and implementation. Includes managers in specialized construction fields, such as carpentry or plumbing.",exact,100.0,4,6.0,90.0,4.6,100.0,4.A.4.a.1.I02.D03; 4.A.4.a.1.I02.D05,Communicate organizational information to customers or other stakeholders.; Communicate organizational policies and procedures.,4.A.4.a.1.I02,0.6319018404907978,0.722495894909688,0.2767624020887728,0.5905292479108638,11-9021,11-9021,Construction Managers,348330.0,57.53,119660.0,51.43,106980.0,31.33,40.14,66.99,85.09,65160.0,83480.0,139330.0,176990.0
analyze patrons' requests to determine needed information and assist in furnishing or locating that information.,55.0,25-4022.00,22412.0,Analyze patrons' requests to determine needed information and assist in furnishing or locating that information.,Core,Librarians and Media Collections Specialists,"Administer and maintain libraries or collections of information, for public or private access through reference or borrowing. Work in a variety of settings, such as educational institutions, museums, and corporations, and with various types of informational materials, such as books, periodicals, recordings, films, and databases. Tasks may include acquiring, cataloging, and circulating library materials, and user services such as locating and organizing information, providing instruction on how to access information, and setting up and operating a library's media equipment.",exact,100.0,5,8.0,64.65,4.09,96.38,4.A.4.a.5.I10.D07,Help patrons use library or archival resources.,4.A.4.a.5.I10,0.6119631901840491,0.5977011494252874,0.216710182767624,0.4965181058495823,25-4022,25-4022,Librarians and Media Collections Specialists,131830.0,33.26,69180.0,30.92,64320.0,18.71,24.48,38.77,48.5,38920.0,50920.0,80640.0,100880.0
"implement and provide technical support for voice services and equipment, such as private branch exchange, voice mail system, and telecom system.",55.0,15-1244.00,15208.0,"Implement and provide technical support for voice services and equipment, such as private branch exchange, voice mail system, and telecom system.",Supplemental,Network and Computer Systems Administrators,"Install, configure, and maintain an organization's local area network (LAN), wide area network (WAN), data communications network, operating systems, and physical and virtual servers. Perform system monitoring and verify the integrity and availability of hardware, network, and server resources and systems. Review system and application logs and verify completion of scheduled jobs, including system backups. Analyze network and server resource consumption and control user access. Install and upgrade software and maintain software licenses. May assist in network modeling, analysis, planning, and coordination between network and data communications hardware and software.",exact,100.0,4,6.0,52.37,3.59,59.49,4.A.4.b.6.I04.D05,Provide technical support for computer network issues.,4.A.4.b.6.I04,0.6042944785276072,0.2446633825944171,0.5456919060052219,0.5188022284122564,15-1244,15-1244,Network and Computer Systems Administrators,318570.0,48.65,101190.0,46.54,96800.0,29.0,36.47,59.32,72.27,60320.0,75860.0,123390.0,150320.0
prepare and deliver sales presentations to new and existing customers to sell new advertising programs and to protect and increase existing advertising.,54.0,41-3011.00,4579.0,Prepare and deliver sales presentations to new and existing customers to sell new advertising programs and to protect and increase existing advertising.,Core,Advertising Sales Agents,"Sell or solicit advertising space, time, or media in publications, signage, TV, radio, or Internet establishments or public spaces.",exact,100.0,4,6.0,51.85,4.57,99.39,4.A.2.b.2.I12.D03; 4.A.4.a.6.I03.D07,Deliver promotional presentations to current or prospective customers.; Develop content for sales presentations or other materials.,4.A.2.b.2.I12; 4.A.4.a.6.I03,0.6303680981595091,0.5533661740558292,0.1122715404699738,0.4303621169916436,41-3011,41-3011,Advertising Sales Agents,97470.0,36.71,76350.0,29.55,61460.0,16.09,21.63,43.96,64.2,33480.0,44980.0,91430.0,133540.0
"provide educational information about physical therapy or physical therapists, injury prevention, ergonomics, or ways to promote health.",54.0,29-1123.00,381.0,"Provide educational information about physical therapy or physical therapists, injury prevention, ergonomics, or ways to promote health.",Core,Physical Therapists,"Assess, plan, organize, and participate in rehabilitative programs that improve mobility, relieve pain, increase strength, and improve or correct disabling conditions resulting from disease or injury.",exact,100.0,5,11.0,47.13,4.38,97.06,4.A.4.a.3.I02.D01,Communicate health and wellness information to the public.,4.A.4.a.3.I02,0.6426380368098159,0.6305418719211824,0.391644908616188,0.6176880222841229,29-1123,29-1123,Physical Therapists,248630.0,49.23,102400.0,48.57,101020.0,35.78,40.13,56.34,63.7,74420.0,83470.0,117190.0,132500.0
schedule appointments for sales representatives to meet with prospective customers or for customers to attend sales presentations.,54.0,41-9041.00,4628.0,Schedule appointments for sales representatives to meet with prospective customers or for customers to attend sales presentations.,Supplemental,Telemarketers,Solicit donations or orders for goods or services over the telephone.,exact,100.0,2,2.0,39.46,3.67,50.76,4.A.2.b.5.I03.D03,Schedule appointments with prospective customers.,4.A.2.b.5.I03,0.6395705521472393,0.5008210180623974,0.2297650130548302,0.4749303621169916,41-9041,41-9041,Telemarketers,66430.0,17.47,36340.0,16.54,34410.0,11.84,14.0,18.58,23.52,24620.0,29120.0,38640.0,48930.0
"compute and analyze data, using statistical formulas and computers or calculators.",54.0,43-9111.00,9788.0,"Compute and analyze data, using statistical formulas and computers or calculators.",Core,Statistical Assistants,Compile and compute data according to statistical formulas for use in statistical studies. May perform actuarial computations and compile charts and graphs for use by actuaries. Includes actuarial clerks.,exact,100.0,4,6.0,59.21,4.51,92.28,4.A.2.a.4.I07.D02,Analyze operational or research data.,4.A.2.a.4.I07,0.6226993865030676,0.5024630541871922,0.1357702349869451,0.4178272980501394,43-9111,43-9111,Statistical Assistants,5900.0,26.67,55470.0,24.73,51440.0,18.29,22.1,30.59,38.18,38050.0,45970.0,63620.0,79410.0
"answer inquiries concerning the progress of medical cases, within the limits of confidentiality laws.",54.0,31-9094.00,9422.0,"Answer inquiries concerning the progress of medical cases, within the limits of confidentiality laws.",Supplemental,Medical Transcriptionists,"Transcribe medical reports recorded by physicians and other healthcare practitioners using various electronic devices, covering office visits, emergency room visits, diagnostic imaging studies, operations, chart reviews, and final summaries. Transcribe dictated reports and translate abbreviations into fully understandable form. Edit as necessary and return reports in either printed or electronic form for review and signature, or correction.",exact,100.0,3,3.0,38.89,4.41,52.85,,,,0.2699386503067484,0.4285714285714287,0.2610966057441253,0.2931754874651812,31-9094,31-9094,Medical Transcriptionists,43070.0,18.85,39210.0,18.05,37550.0,12.68,15.0,21.96,25.91,26370.0,31200.0,45680.0,53890.0
"identify main client groups and audiences, determine the best way to communicate publicity information to them, and develop and implement a communication plan.",54.0,11-2032.00,21237.0,"Identify main client groups and audiences, determine the best way to communicate publicity information to them, and develop and implement a communication plan.",,Public Relations Managers,"Plan, direct, or coordinate activities designed to create or maintain a favorable public image or raise issue awareness for their organization or client.",exact,100.0,4,,,,,4.A.2.b.2.I03.D03; 4.A.4.a.3.I02.D03,Develop marketing plans or strategies.; Present information to the public.,4.A.2.b.2.I03; 4.A.4.a.3.I02,,,,,11-2032,11-2032,Public Relations Managers,76060.0,78.61,163520.0,66.6,138520.0,37.92,49.19,95.19,,78880.0,102300.0,198000.0,
"read specifications, such as blueprints, charts, or schematics, to determine machine settings or adjustments.",54.0,49-2011.00,11642.0,"Read specifications, such as blueprints, charts, or schematics, to determine machine settings or adjustments.",Core,"Computer, Automated Teller, and Office Machine Repairers","Repair, maintain, or install computers, word processing systems, automated teller machines, and electronic office machines, such as duplicating and fax machines.",exact,100.0,3,5.0,32.97,3.79,80.48,4.A.1.a.1.I02.D05,Read technical information needed to perform maintenance or repairs.,4.A.1.a.1.I02,0.4616564417177913,0.218390804597701,0.454308093994778,0.394150417827298,49-2011,49-2011,"Computer, Automated Teller, and Office Machine Repairers",73010.0,23.95,49820.0,22.53,46860.0,16.89,18.41,28.57,33.44,35120.0,38290.0,59420.0,69560.0
review and evaluate notes taken about news events to isolate pertinent facts and details.,54.0,27-3023.00,22636.0,Review and evaluate notes taken about news events to isolate pertinent facts and details.,Core,"News Analysts, Reporters, and Journalists","Narrate or write news stories, reviews, or commentary for print, broadcast, or other communications media such as newspapers, magazines, radio, or television. May collect and analyze information through interview, investigation, or observation.",exact,100.0,4,,,4.29,95.45,4.A.2.b.2.I22.D01,Analyze information obtained from news sources.,4.A.2.b.2.I22,0.6763803680981596,0.4696223316912973,0.1723237597911227,0.4477715877437327,27-3023,27-3023,"News Analysts, Reporters, and Journalists",41550.0,50.98,106030.0,28.98,60280.0,16.63,19.43,46.86,78.09,34590.0,40420.0,97460.0,162430.0
"explain rental fees, policies, and procedures.",54.0,41-2021.00,687.0,"Explain rental fees, policies, and procedures.",Core,Counter and Rental Clerks,"Receive orders, generally in person, for repairs, rentals, and services. May describe available options, compute cost, and accept payment.",exact,100.0,2,2.0,55.86,4.4,78.97,4.A.4.a.1.I04.D03,Explain financial information to customers.,4.A.4.a.1.I04,0.460122699386503,0.3727422003284074,0.422976501305483,0.4422005571030641,41-2021,41-2021,Counter and Rental Clerks,398620.0,21.01,43700.0,18.53,38540.0,13.74,16.44,23.22,29.82,28580.0,34200.0,48290.0,62030.0
test security measures for final acceptance and implement or provide procedures for ongoing monitoring and evaluation of the measures.,54.0,13-1199.07,21503.0,Test security measures for final acceptance and implement or provide procedures for ongoing monitoring and evaluation of the measures.,,Security Management Specialists,"Conduct security assessments for organizations, and design security systems and processes. May specialize in areas such as physical security or the safety of employees and facilities.",exact,100.0,4,,,,,4.A.1.a.2.I11.D03; 4.A.2.b.1.I09.D01,Implement organizational process or policy changes.; Monitor operations to ensure compliance with safety or security policies or regulations.,4.A.1.a.2.I11; 4.A.2.b.1.I09,,,,,13-1199,13-1199,"Business Operations Specialists, All Other",1128200.0,44.41,92380.0,39.07,81270.0,22.23,29.24,52.9,71.07,46230.0,60820.0,110030.0,147830.0
advise customers of necessary actions and strategies for debt repayment.,54.0,43-3011.00,2477.0,Advise customers of necessary actions and strategies for debt repayment.,Core,Bill and Account Collectors,"Locate and notify customers of delinquent accounts by mail, telephone, or personal visit to solicit payment. Duties include receiving payment and posting amount to customer's account, preparing statements to credit department if customer fails to respond, initiating repossession proceedings or service disconnection, and keeping records of collection and status of accounts.",exact,100.0,2,2.0,48.15,4.44,95.73,4.A.4.a.3.I03.D04,Discuss account status or activity with customers or patrons.,4.A.4.a.3.I03,0.3113496932515337,0.4942528735632184,0.1018276762402088,0.254874651810585,43-3011,43-3011,Bill and Account Collectors,165020.0,23.25,48370.0,22.14,46040.0,16.33,18.41,26.44,31.65,33960.0,38290.0,54990.0,65830.0
"evaluate factors such as reporting formats required, cost constraints, or need for security restrictions to determine hardware configuration.",54.0,17-2061.00,7406.0,"Evaluate factors such as reporting formats required, cost constraints, and need for security restrictions to determine hardware configuration.",Core,Computer Hardware Engineers,"Research, design, develop, or test computer or computer-related equipment for commercial, industrial, military, or scientific use. May supervise the manufacturing and installation of computer or computer-related equipment and components.",fuzzy,98.19494584837544,4,6.0,48.28,3.57,96.55,4.A.2.a.4.I05.D02,Analyze design requirements for computer or electronics systems.,4.A.2.a.4.I05,0.8665644171779142,0.4860426929392447,0.3498694516971279,0.6357938718662954,17-2061,17-2061,Computer Hardware Engineers,75710.0,75.37,156770.0,74.53,155020.0,41.07,55.53,89.12,107.61,85430.0,115500.0,185380.0,223820.0
"provide information, technical assistance, or training to supervisors, managers, or employees on topics such as employee supervision, hiring, grievance procedures, or staff development.",54.0,13-1041.03,10875.0,"Provide information, technical assistance, or training to supervisors, managers, or employees on topics such as employee supervision, hiring, grievance procedures, or staff development.",Core,Equal Opportunity Representatives and Officers,"Monitor and evaluate compliance with equal opportunity laws, guidelines, and policies to ensure that employment practices and contracting arrangements give equal opportunity without regard to race, religion, color, national origin, sex, age, or disability.",exact,100.0,4,6.0,65.76,4.01,75.53,4.A.4.b.3.I04.D17,Train personnel on managerial topics.,4.A.4.b.3.I04,0.6610429447852761,0.4975369458128079,0.1540469973890339,0.4428969359331475,13-1041,13-1041,Compliance Officers,397770.0,40.86,84980.0,37.7,78420.0,22.22,28.43,50.39,62.52,46230.0,59130.0,104800.0,130030.0
"communicate security status, updates, and actual or potential problems, using established protocols.",54.0,11-3013.01,21286.0,"Communicate security status, updates, and actual or potential problems, using established protocols.",,Security Managers,"Direct an organization's security functions, including physical security and safety of employees and facilities.",exact,100.0,4,,,,,4.A.4.a.1.I02.D03,Communicate organizational policies and procedures.,4.A.4.a.1.I02,,,,,11-3013,11-3013,Facilities Managers,141090.0,55.06,114520.0,50.33,104690.0,30.07,38.54,65.22,83.21,62550.0,80150.0,135650.0,173080.0
"develop graphics and layouts for product illustrations, company logos, and web sites.",54.0,27-1024.00,306.0,"Develop graphics and layouts for product illustrations, company logos, and Web sites.",Core,Graphic Designers,"Design or create graphics to meet specific commercial or promotional needs, such as packaging, displays, or logos. May use a variety of mediums to achieve artistic or decorative effects.",exact,100.0,4,6.0,65.0,4.56,100.0,4.A.2.b.2.I18.D09,"Design layout of art or product exhibits, displays, or promotional materials.",4.A.2.b.2.I18,0.6702453987730064,0.6157635467980297,0.3550913838120104,0.604456824512535,27-1024,27-1024,Graphic Designers,214260.0,32.98,68610.0,29.47,61300.0,18.08,22.69,37.98,49.53,37600.0,47200.0,79000.0,103030.0
plan and install upgrades of database management system software to enhance database performance.,53.0,15-1242.00,21649.0,Plan and install upgrades of database management system software to enhance database performance.,Core,Database Administrators,"Administer, test, and implement computer databases, applying knowledge of database management systems. Coordinate changes to computer databases. Identify, investigate, and resolve database performance issues, database capacity, and database scalability. May plan, coordinate, and implement security measures to safeguard computer databases.",exact,100.0,4,6.0,88.98,3.86,81.36,4.A.2.b.2.I06.D04; 4.A.3.b.1.I03.D01,Create databases to store electronic data.; Install computer software.,4.A.2.b.2.I06; 4.A.3.b.1.I03,0.6978527607361965,0.4154351395730707,0.2193211488250652,0.4596100278551532,15-1242,15-1242,Database Administrators,73180.0,51.65,107440.0,50.3,104620.0,27.32,36.59,63.87,77.35,56820.0,76100.0,132850.0,160890.0
"measure completed workpieces to verify conformance to specifications, using micrometers, gauges, calipers, templates, or rulers.",53.0,51-4031.00,10110.0,"Measure completed workpieces to verify conformance to specifications, using micrometers, gauges, calipers, templates, or rulers.",Core,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend machines to saw, cut, shear, slit, punch, crimp, notch, bend, or straighten metal or plastic material.",exact,100.0,2,2.0,67.36,4.49,92.57,4.A.1.b.3.I01.D12,Measure dimensions of completed products or workpieces to verify conformance to specifications.,4.A.1.b.3.I01,0.455521472392638,0.3103448275862069,0.793733681462141,0.6114206128133706,51-4031,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",174430.0,22.62,47060.0,21.92,45590.0,16.83,18.46,25.07,30.12,35000.0,38400.0,52150.0,62650.0
